Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
TRANSTU;District Tunis 2;Place sala   -a-;Dépôt charguia  B;10.191415;36.858038;http://mdc.giscloud.com/rest/1/layers/3536205/features/357/joindre_des_photos/mdc_photo_mdc_52c901_1607065590802_1607065647083.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/357/joindre_des_photos/mdc_photo_mdc_e75d64_1607065631845_1607065647083.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ariana;Ariana El madina ;Ariana;
TRANSTU;District Tunis 2;La poste ariana   -r-;Dépôt charguia B ;10.188252;36.855817;http://mdc.giscloud.com/rest/1/layers/3536205/features/354/joindre_des_photos/mdc_photo_mdc_57afb4_1607064826706_1607064978251.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/354/joindre_des_photos/mdc_photo_mdc_6e09b1_1607064917782_1607064978252.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/354/joindre_des_photos/mdc_photo_mdc_193fa0_1607064955970_1607064978252.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ariana;Ariana El madina ;Ariana;
TRANSTU;District Tunis 2;Lycée  ariana  -a-;Dépôt charguia B ;10.185068;36.8531;http://mdc.giscloud.com/rest/1/layers/3536205/features/353/joindre_des_photos/mdc_photo_mdc_354d17_1607064603875_1607064650813.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/353/joindre_des_photos/mdc_photo_mdc_2d94f3_1607064615299_1607064650814.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/353/joindre_des_photos/mdc_photo_mdc_68e72f_1607064645021_1607064650814.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ariana;Ariana El madina ;Ariana ;
TRANSTU;District Tunis 2;Sfaret el koweit -a-;Dépôt charguia B ;10.177398;36.844873;http://mdc.giscloud.com/rest/1/layers/3536205/features/374/joindre_des_photos/mdc_photo_mdc_1ef68e_1607074014789_1607074060619.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/374/joindre_des_photos/mdc_photo_mdc_a397e2_1607074031304_1607074060620.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Ariana;Ariana El madina ;Ariana;
TRANSTU;District Tunis 2;Manzah 6 -a-;Dépôt charguia B ;10.172338;36.842192;http://mdc.giscloud.com/rest/1/layers/3536205/features/375/joindre_des_photos/mdc_photo_mdc_96059b_1607074233330_1607074279372.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/375/joindre_des_photos/mdc_photo_mdc_2a5d77_1607074243725_1607074279372.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/375/joindre_des_photos/mdc_photo_mdc_011ac0_1607074266065_1607074279372.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ariana;Ariana El madina ;Ariana;
TRANSTU;District Tunis 2;Maaradh echarguia (1)  -r-;Dépôt charguia B ;10.201732;36.835425;http://mdc.giscloud.com/rest/1/layers/3536205/features/362/joindre_des_photos/mdc_photo_mdc_f86e47_1607067579288_1607067631635.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/362/joindre_des_photos/mdc_photo_mdc_f1b0a3_1607067588409_1607067631635.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/362/joindre_des_photos/mdc_photo_mdc_dbc8b3_1607067608566_1607067631635.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/362/joindre_des_photos/mdc_photo_mdc_966b69_1607067625042_1607067631635.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District tunis 2;Cité el milaha 2   -a-;Dépôt charguia A ;10.180789;36.859414;http://mdc.giscloud.com/rest/1/layers/3536205/features/750/joindre_des_photos/mdc_photo_mdc_d80e40_1609920974275_1609921013106.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/750/joindre_des_photos/mdc_photo_mdc_84c0fa_1609921005389_1609921013107.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ariana ;Ariana el madina;Ariana ;
TRANSTU;District Tunis 2;Ooredoo ch1 -r-;Dépôt charguia B ;10.203147;36.845978;http://mdc.giscloud.com/rest/1/layers/3536205/features/369/joindre_des_photos/mdc_photo_mdc_88f55a_1607069569119_1607069592053.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/369/joindre_des_photos/mdc_photo_mdc_4db1ae_1607069578289_1607069592053.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/369/joindre_des_photos/mdc_photo_mdc_50b95a_1607069588331_1607069592053.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis;El khadra ;Tunis ;
TRANSTU;District Tunis 2;L'onas (ch1)  -r-;Dépôt charguia B  ;10.207967;36.837865;http://mdc.giscloud.com/rest/1/layers/3536205/features/366/joindre_des_photos/mdc_photo_mdc_927178_1607068847927_1607068869346.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/366/joindre_des_photos/mdc_photo_mdc_323f40_1607068864355_1607068869346.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2;Poudouss (ch 1)   -r-;Dépôt charguia B ;10.207;36.843812;http://mdc.giscloud.com/rest/1/layers/3536205/features/368/joindre_des_photos/mdc_photo_mdc_1df4bb_1607069326734_1607069378549.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/368/joindre_des_photos/mdc_photo_mdc_b951ab_1607069354999_1607069378549.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/368/joindre_des_photos/mdc_photo_mdc_2fe55e_1607069364187_1607069378549.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2;Charguia1 terminus ;Dépôt charguia B ;10.204498;36.83933;http://mdc.giscloud.com/rest/1/layers/3536205/features/371/joindre_des_photos/mdc_photo_mdc_129427_1607069963787_1607070101842.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/371/joindre_des_photos/mdc_photo_mdc_7d027f_1607070006202_1607070101842.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2;Traveaux d'afrique (ch1)  -r-;Dépôt charguia B ;10.205938;36.833788;http://mdc.giscloud.com/rest/1/layers/3536205/features/364/joindre_des_photos/mdc_photo_mdc_650ea8_1607068410466_1607068424578.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/364/joindre_des_photos/mdc_photo_mdc_486a97_1607068420810_1607068424579.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2;Mosquée charguia 1 -r-;Dépôt charguia B ;10.2061;36.84066;http://mdc.giscloud.com/rest/1/layers/3536205/features/367/joindre_des_photos/mdc_photo_mdc_decc33_1607068994316_1607069113087.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/367/joindre_des_photos/mdc_photo_mdc_d7dead_1607069072081_1607069113087.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/367/joindre_des_photos/mdc_photo_mdc_c26065_1607069081312_1607069113087.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2;Mosquée charguia1 -a-;Dépôt charguia B ;10.205148;36.840238;http://mdc.giscloud.com/rest/1/layers/3536205/features/370/joindre_des_photos/mdc_photo_mdc_f3e272_1607069849752_1607069878951.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/370/joindre_des_photos/mdc_photo_mdc_ee4bfe_1607069858363_1607069878951.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/370/joindre_des_photos/mdc_photo_mdc_480fc6_1607069867209_1607069878951.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2;Gammoudi -a-;Dépôt charguia B;10.130123;36.819068;http://mdc.giscloud.com/rest/1/layers/3536205/features/377/joindre_des_photos/mdc_photo_mdc_1e968f_1607074978498_1607075026717.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/377/joindre_des_photos/mdc_photo_mdc_8f47ad_1607074992671_1607075026718.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/377/joindre_des_photos/mdc_photo_mdc_6a02bd_1607075012675_1607075026718.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Bardo ;Ksar said ;Tunis;
TRANSTU;District Tunis 2;Masraf el khachab  (ch1)   -r-;Dépôt charguia B ;10.206667;36.834175;http://mdc.giscloud.com/rest/1/layers/3536205/features/365/joindre_des_photos/mdc_photo_mdc_5741c7_1607068607974_1607068663392.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/365/joindre_des_photos/mdc_photo_mdc_41e703_1607068633058_1607068663392.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/365/joindre_des_photos/mdc_photo_mdc_1fdd24_1607068650677_1607068663392.jpg?reqlogin;Arrêt bus;Abri / Poteau / Toteur;no;no;no;no;;Tunis ;El khadra ;Tunis ;
TRANSTU;District Tunis 2 ;Jaafer 1 -r-;Dépôt charguia A ;10.180562;36.900587;http://mdc.giscloud.com/rest/1/layers/3536205/features/856/joindre_des_photos/mdc_photo_mdc_d8e647_1610350657210_1610350721171.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Raoued ;Raoued ;Ariana ;
TRANSTU;District Tunis 2;Cnam ariana  -a-;Dépôt charguia  B;10.196877;36.859132;http://mdc.giscloud.com/rest/1/layers/3536205/features/359/joindre_des_photos/mdc_photo_mdc_e1d151_1607066143905_1607066219852.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/359/joindre_des_photos/mdc_photo_mdc_6c23b5_1607066172177_1607066219853.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/359/joindre_des_photos/mdc_photo_mdc_498822_1607066183233_1607066219853.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/359/joindre_des_photos/mdc_photo_mdc_9df406_1607066204361_1607066219853.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Ariana;Ariana El madina ;Ariana;
TRANSTU;District Tunis 2;El aanbaria    -a-;Dépôt charguia B ;10.183677;36.85149;http://mdc.giscloud.com/rest/1/layers/3536205/features/352/joindre_des_photos/mdc_photo_mdc_b731b9_1607064386089_1607064420480.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/352/joindre_des_photos/mdc_photo_mdc_16abb5_1607064405092_1607064420480.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Ariana;Ariana El madina ;Ariana ;
TRANSTU;District Tunis 2;Mosquée essalem -r-;Dépôt charguia B;10.12473;36.838838;http://mdc.giscloud.com/rest/1/layers/3536205/features/390/joindre_des_photos/mdc_photo_mdc_5c229c_1607151900107_1607151957231.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/390/joindre_des_photos/mdc_photo_mdc_7308a6_1607151917453_1607151957231.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/390/joindre_des_photos/mdc_photo_mdc_14edc1_1607151935871_1607151957232.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Omrane;Omrane;Tunis;
TRANSTU;District tunis 2;Salle zitouna  -r-;Dépôt charguia B;10.128952;36.831767;http://mdc.giscloud.com/rest/1/layers/3536205/features/382/joindre_des_photos/mdc_photo_mdc_865190_1607150179014_1607150196452.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/382/joindre_des_photos/mdc_photo_mdc_dbbf51_1607150186912_1607150196452.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/382/joindre_des_photos/mdc_photo_mdc_7896a1_1607150193951_1607150196452.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;Ettahrir ;Tunis;
TRANSTU;District Tunis 2;Café ranim -a-;Dépôt charguia B ;10.12596;36.841157;http://mdc.giscloud.com/rest/1/layers/3536205/features/389/joindre_des_photos/mdc_photo_mdc_5ba8a0_1607151695123_1607151715497.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/389/joindre_des_photos/mdc_photo_mdc_50d0b0_1607151705070_1607151715497.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District tunis 2;Farmacie frikha   -r-;Dépôt charguia B;10.124992;36.832653;http://mdc.giscloud.com/rest/1/layers/3536205/features/380/joindre_des_photos/mdc_photo_mdc_290735_1607149864623_1607149885445.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/380/joindre_des_photos/mdc_photo_mdc_848bd4_1607149879498_1607149885445.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;Ettahrir ;Tunis;
TRANSTU;District Tunis 2 ;Ecole hannibal   -r-;Dépôt charguia B ;10.137962;36.835345;http://mdc.giscloud.com/rest/1/layers/3536205/features/395/joindre_des_photos/mdc_photo_mdc_306f85_1607153254064_1607153297097.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/395/joindre_des_photos/mdc_photo_mdc_62080e_1607153272791_1607153297097.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;Ibn khaldoun   -r-;Dépôt charguia B ;10.132762;36.835832;http://mdc.giscloud.com/rest/1/layers/3536205/features/392/joindre_des_photos/mdc_photo_mdc_ff76c2_1607152545120_1607152600649.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/392/joindre_des_photos/mdc_photo_mdc_73a6a5_1607152570122_1607152600649.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/392/joindre_des_photos/mdc_photo_mdc_8a1237_1607152594114_1607152600649.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;El omrane supérieur   -a-;Dépôt charguia B ;10.12839;36.841273;http://mdc.giscloud.com/rest/1/layers/3536205/features/388/joindre_des_photos/mdc_photo_mdc_0df9d4_1607151392457_1607151420262.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;Ibn khaldoun  -a-;Dépôt charguia B ;10.133302;36.835595;http://mdc.giscloud.com/rest/1/layers/3536205/features/393/joindre_des_photos/mdc_photo_mdc_741382_1607152731399_1607152775063.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/393/joindre_des_photos/mdc_photo_mdc_3e9e22_1607152747128_1607152775063.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/393/joindre_des_photos/mdc_photo_mdc_cf25d8_1607152771392_1607152775063.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District tunis 2;Cité france  -a-;Dépôt charguia B;10.130517;36.832638;http://mdc.giscloud.com/rest/1/layers/3536205/features/383/joindre_des_photos/mdc_photo_mdc_bf299c_1607150367596_1607150386379.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/383/joindre_des_photos/mdc_photo_mdc_f145f7_1607150383241_1607150386379.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;Ettahrir;Tunis;
TRANSTU;District tunis 2;Centre de formation omrane sup -r-;Dépôt charguia B;10.12947;36.834955;http://mdc.giscloud.com/rest/1/layers/3536205/features/386/joindre_des_photos/mdc_photo_mdc_2846c8_1607150816893_1607150849594.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/386/joindre_des_photos/mdc_photo_mdc_1b1920_1607150834510_1607150849594.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;Ettahrir;Tunis;
TRANSTU;District tunis 2;Cité  France -r-;Dépôt charguia B;10.130433;36.832618;http://mdc.giscloud.com/rest/1/layers/3536205/features/384/joindre_des_photos/mdc_photo_mdc_9f7a76_1607150463380_1607150487136.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/384/joindre_des_photos/mdc_photo_mdc_0e3e01_1607150475493_1607150487136.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/384/joindre_des_photos/mdc_photo_mdc_ebff63_1607150483946_1607150487136.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;Ettahrir;Tunis;
TRANSTU;District tunis 2;Salle zitouna  -a-;Dépôt charguia B;10.129027;36.831787;http://mdc.giscloud.com/rest/1/layers/3536205/features/381/joindre_des_photos/mdc_photo_mdc_8fab13_1607150061663_1607150099280.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/381/joindre_des_photos/mdc_photo_mdc_238ba5_1607150078313_1607150099280.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/381/joindre_des_photos/mdc_photo_mdc_26137f_1607150089763_1607150099281.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;Ettahrir;Tunis;
TRANSTU;District tunis 2;Centre de formation (omrane sup) a-;Dépôt charguia B;10.129338;36.834985;http://mdc.giscloud.com/rest/1/layers/3536205/features/385/joindre_des_photos/mdc_photo_mdc_d025c7_1607150723038_1607150744996.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/385/joindre_des_photos/mdc_photo_mdc_2358a5_1607150732980_1607150744996.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;Ettahrir;Tunis;
TRANSTU;District Tunis 2;Restaurant universitaire (omrane sup) -r-;Dépôt charguia B ;10.127715;36.83728;http://mdc.giscloud.com/rest/1/layers/3536205/features/391/joindre_des_photos/mdc_photo_mdc_c16c14_1607152186439_1607152216942.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/391/joindre_des_photos/mdc_photo_mdc_856261_1607152195085_1607152216943.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/391/joindre_des_photos/mdc_photo_mdc_fe90b4_1607152207230_1607152216943.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;Ettahrir;Tunis;
TRANSTU;District Tunis 2;Ecole  hannibal -a-;Dépôt charguia B ;10.137483;36.835805;http://mdc.giscloud.com/rest/1/layers/3536205/features/394/joindre_des_photos/mdc_photo_mdc_2d0574_1607153085587_1607153150376.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/394/joindre_des_photos/mdc_photo_mdc_4f5739_1607153124030_1607153150376.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/394/joindre_des_photos/mdc_photo_mdc_6a3434_1607153138736_1607153150376.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2 ;Ennasr agil  -r-;Dépôt charguia B ;10.165345;36.859283;http://mdc.giscloud.com/rest/1/layers/3536205/features/433/joindre_des_photos/mdc_photo_mdc_85a3fa_1607327580214_1607327649515.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ariana ;Ariana El madina ;Ariana ;
TRANSTU;District Tunis 2;Charguia 1 -a-;Dépôt charguia A ;10.206312;36.828653;http://mdc.giscloud.com/rest/1/layers/3536205/features/279/joindre_des_photos/mdc_photo_mdc_e94dfe_1606813401747_1606813467182.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/279/joindre_des_photos/mdc_photo_mdc_1da176_1606813419526_1606813467182.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/279/joindre_des_photos/mdc_photo_mdc_669495_1606813439851_1606813467182.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/279/joindre_des_photos/mdc_photo_mdc_aa300a_1606813461663_1606813467182.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El khadra ;Tunis;
TRANSTU;District Tunis 2;Mosquée el farouk (38b)   -r-;Dépôt charguia B;10.139672;36.836725;http://mdc.giscloud.com/rest/1/layers/3536205/features/396/joindre_des_photos/mdc_photo_mdc_4d30a9_1607153721603_1607153744323.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/396/joindre_des_photos/mdc_photo_mdc_34345f_1607153731415_1607153744323.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District tunis 2;Farmacie frikha  - a-;Dépôt charguia B;10.124928;36.8325;http://mdc.giscloud.com/rest/1/layers/3536205/features/379/joindre_des_photos/mdc_photo_mdc_5d46f5_1607149737963_1607149792027.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/379/joindre_des_photos/mdc_photo_mdc_0da130_1607149758896_1607149792028.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;Ettahrir ;Tunis;
TRANSTU;District Tunis 2;Compus el manar  -a-;Dépôt charguia B ;10.148127;36.831843;http://mdc.giscloud.com/rest/1/layers/3536205/features/401/joindre_des_photos/mdc_photo_mdc_4e61c6_1607154869381_1607154921109.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/401/joindre_des_photos/mdc_photo_mdc_021cf3_1607154887999_1607154921109.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/401/joindre_des_photos/mdc_photo_mdc_4d6c02_1607154899264_1607154921109.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;yes;no;yes;;Tunis;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;Hay ibn kholdoun (x3)  -a-;Dépôt charguia B ;10.137352;36.834575;http://mdc.giscloud.com/rest/1/layers/3536205/features/407/joindre_des_photos/mdc_photo_mdc_ae133b_1607156332087_1607156364778.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/407/joindre_des_photos/mdc_photo_mdc_d30e73_1607156341695_1607156364779.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;Compus ibn khaldoun -r-;Dépôt charguia B;10.14258;36.829132;http://mdc.giscloud.com/rest/1/layers/3536205/features/404/joindre_des_photos/mdc_photo_mdc_f216cb_1607155730118_1607155746958.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/404/joindre_des_photos/mdc_photo_mdc_39183b_1607155742241_1607155746959.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;Al barid   (omrane sup)  -a-;Dépôt charguia B;10.129125;36.837652;http://mdc.giscloud.com/rest/1/layers/3536205/features/387/joindre_des_photos/mdc_photo_mdc_6ba6e8_1607151060456_1607151090205.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/387/joindre_des_photos/mdc_photo_mdc_0c00fb_1607151072069_1607151090205.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/387/joindre_des_photos/mdc_photo_mdc_04dcf3_1607151087359_1607151090205.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Tunis ;Ettahrir ;Tunis;
TRANSTU;District Tunis 2;Mosquée elfarouk (38b) -a-;Dépôt charguia B;10.140287;36.836713;http://mdc.giscloud.com/rest/1/layers/3536205/features/397/joindre_des_photos/mdc_photo_mdc_0ab67a_1607153855232_1607153951401.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/397/joindre_des_photos/mdc_photo_mdc_d91c24_1607153864838_1607153951401.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/397/joindre_des_photos/mdc_photo_mdc_d8cfed_1607153928094_1607153951401.jpg?reqlogin;Arrêt bus;Abri / Poteau / Toteur;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis ;
TRANSTU;District Tunis 2;????? ???????  -r-;Dépôt charguia B;10.144397;36.83666;http://mdc.giscloud.com/rest/1/layers/3536205/features/399/joindre_des_photos/mdc_photo_mdc_828483_1607154363483_1607154393281.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/399/joindre_des_photos/mdc_photo_mdc_2de746_1607154372968_1607154393281.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/399/joindre_des_photos/mdc_photo_mdc_f5c0e5_1607154384017_1607154393281.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis ;
TRANSTU;District Tunis 2;Fac de lettres -a-;Dépôt charguia B;10.150447;36.83058;http://mdc.giscloud.com/rest/1/layers/3536205/features/403/joindre_des_photos/mdc_photo_mdc_b53d89_1607155308846_1607155352191.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/403/joindre_des_photos/mdc_photo_mdc_4cd30e_1607155316955_1607155352191.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/403/joindre_des_photos/mdc_photo_mdc_d623c6_1607155327786_1607155352191.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/403/joindre_des_photos/mdc_photo_mdc_512875_1607155349378_1607155352191.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;yes;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District Tunis 2;Fac de lettres  - r-;Dépôt charguia B ;10.150128;36.8306;http://mdc.giscloud.com/rest/1/layers/3536205/features/402/joindre_des_photos/mdc_photo_mdc_6d10bd_1607155151125_1607155223562.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/402/joindre_des_photos/mdc_photo_mdc_9af84c_1607155168343_1607155223562.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/402/joindre_des_photos/mdc_photo_mdc_3cb621_1607155189258_1607155223562.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;yes;no;yes;;Tunis ;El omrane supérieur ;Tunis ;
TRANSTU;District Tunis 2;Kirch el ghaba -a- ( provisoire);Dépôt charguia B;10.123422;36.852615;http://mdc.giscloud.com/rest/1/layers/3536205/features/416/joindre_des_photos/mdc_photo_mdc_a65fb4_1607159971880_1607160012497.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/416/joindre_des_photos/mdc_photo_mdc_a67e87_1607159985023_1607160012497.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/416/joindre_des_photos/mdc_photo_mdc_6443cf_1607160009233_1607160012498.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Manzah;El manzah;Tunis;
