Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
TRANSTU;District bab saadoun;Tunis marine (terminus);Dépôt bab saadoun;10.190718;36.800322;http://mdc.giscloud.com/rest/1/layers/3536205/features/122/joindre_des_photos/mdc_photo_mdc_4c33cd_1605785098204_1605785212163.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/122/joindre_des_photos/mdc_photo_mdc_9c639c_1605785133721_1605785212163.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/122/joindre_des_photos/mdc_photo_mdc_5e056c_1605785183939_1605785212163.jpg?reqlogin;Station bus;Abri /Toteur / Batiment;no;yes;no;no;;Tunis ;Bab bhar;Tunis;
TRANSTU;District bab saadoun; el bortale haider   -a-;Dépôt bab saadoun;10.118073;36.811895;http://mdc.giscloud.com/rest/1/layers/3536205/features/74/joindre_des_photos/mdc_photo_mdc_8dcc3d_1605774016392_1605774037961.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Bardo ;Ksar said;Tunis ;
TRANSTU;District bab Saadoun ;Kasr el moatamarat  -r-;Dépôt bab Saadoun ;10.1853;36.806277;http://mdc.giscloud.com/rest/1/layers/3536205/features/186/joindre_des_photos/mdc_photo_mdc_9a9dda_1605945754929_1605945814451.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/186/joindre_des_photos/mdc_photo_mdc_87fb25_1605945770114_1605945814451.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/186/joindre_des_photos/mdc_photo_mdc_f33ac1_1605945789438_1605945814451.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Tunis;Bab bhar;Tunis;
TRANSTU;District bab Saadoun ;Kasr el moatamarat  -a-;Dépôt bab Saadoun ;10.185428;36.807287;http://mdc.giscloud.com/rest/1/layers/3536205/features/263/joindre_des_photos/mdc_photo_mdc_b0c5bd_1606209411150_1606209457281.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/263/joindre_des_photos/mdc_photo_mdc_fa3d33_1606209439907_1606209457281.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/263/joindre_des_photos/mdc_photo_mdc_3fb983_1606209451450_1606209457282.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis;Bab bhar;Tunis;
TRANSTU;District bab Saadoun ;Belvidère   -a-;Dépôt bab Saadoun ;10.175098;36.814107;http://mdc.giscloud.com/rest/1/layers/3536205/features/270/joindre_des_photos/mdc_photo_mdc_51a1f5_1606211084175_1606211108340.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/270/joindre_des_photos/mdc_photo_mdc_5807a0_1606211101637_1606211108341.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El omrane ;Tunis;
TRANSTU;District bab Saadoun ;???? ???????  -r-;Dépôt bab Saadoun ;10.068933;36.80983;http://mdc.giscloud.com/rest/1/layers/3536205/features/65/joindre_des_photos/mdc_photo_mdc_a1d035_1605695835739_1605695876365.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/65/joindre_des_photos/mdc_photo_mdc_f1e908_1605695855074_1605695876365.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/65/joindre_des_photos/mdc_photo_mdc_1b72e9_1605695867203_1605695876365.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Manouba;Manouba;Tunis ;
TRANSTU;District bab saadoun;La Poste el omrane  -a-;Dépôt bab saadoun;10.159302;36.816243;http://mdc.giscloud.com/rest/1/layers/3536205/features/272/joindre_des_photos/mdc_photo_mdc_bb84ec_1606212273039_1606212301652.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/272/joindre_des_photos/mdc_photo_mdc_e9a576_1606212289139_1606212301654.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El Omrane;Tunis;
TRANSTU;District bab Saadoun ;Bab lakwes -a-;Dépôt bab Saadoun ;10.163662;36.806925;http://mdc.giscloud.com/rest/1/layers/3536205/features/271/joindre_des_photos/mdc_photo_mdc_924d42_1606211869148_1606211920108.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/271/joindre_des_photos/mdc_photo_mdc_1468ea_1606211882300_1606211920108.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/271/joindre_des_photos/mdc_photo_mdc_e90023_1606211910992_1606211920108.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;Bab souika ;Tunis;
TRANSTU;District bab Saadoun ;Taieb el mhiri   -r-;Dépôt bab Saadoun ;10.177153;36.818575;http://mdc.giscloud.com/rest/1/layers/3536205/features/269/joindre_des_photos/mdc_photo_mdc_e61516_1606210874258_1606210915059.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/269/joindre_des_photos/mdc_photo_mdc_457b97_1606210891872_1606210915059.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/269/joindre_des_photos/mdc_photo_mdc_64501a_1606210905069_1606210915059.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El omrane;Tunis;
TRANSTU;District bab Saadoun ;Centre de santé (borj chakir)  -a-;Dépôt bab Saadoun ;10.077727;36.76648;http://mdc.giscloud.com/rest/1/layers/3536205/features/236/joindre_des_photos/mdc_photo_mdc_efce55_1606124699900_1606124745652.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/236/joindre_des_photos/mdc_photo_mdc_e02897_1606124713703_1606124745652.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/236/joindre_des_photos/mdc_photo_mdc_b68ce2_1606124723601_1606124745652.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Sidi hassine ;Sidi hassie;Tunis;
TRANSTU;District bab saadoun;Jardin  thameur;Dépôt bab saadoun ;10.177807;36.803829;http://mdc.giscloud.com/rest/1/layers/3536205/features/2390/joindre_des_photos/mdc_photo_mdc_ffd6e0_1615201747603_1615201986296.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2390/joindre_des_photos/mdc_photo_mdc_4c0624_1615201771467_1615201986297.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2390/joindre_des_photos/mdc_photo_mdc_46914e_1615201784641_1615201986297.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2390/joindre_des_photos/mdc_photo_mdc_6687b0_1615201831981_1615201986297.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2390/joindre_des_photos/mdc_photo_mdc_a6bd50_1615201847593_1615201986297.jpg?reqlogin;Station bus;Abri /Toteur / Batiment;yes;yes;no;yes;;Tunis ;Bab bhar ;Tunis ;
TRANSTU;District bab saadoun;Bab jdid   -a-;Dépôt bab saadoun;10.172052;36.792232;http://mdc.giscloud.com/rest/1/layers/3536205/features/213/joindre_des_photos/mdc_photo_mdc_341ff4_1606120392157_1606120399871.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis;Sidi el bachir;Tunis;
TRANSTU;District bab saadoun;Cité jardin -r-;Dépôt bab saadoun;10.135512;36.824255;http://mdc.giscloud.com/rest/1/layers/3536205/features/48/joindre_des_photos/mdc_photo_mdc_ac6c72_1605689038114_1605689084059.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/48/joindre_des_photos/mdc_photo_mdc_7132d3_1605689059465_1605689084059.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/48/joindre_des_photos/mdc_photo_mdc_4cfc56_1605689075380_1605689084059.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;Ettahrir ;Tunis;
TRANSTU;District bab saadoun;Mosquée ibn khaldoun  -r-;Dépôt bab saadoun;10.137693;36.829027;http://mdc.giscloud.com/rest/1/layers/3536205/features/30/joindre_des_photos/mdc_photo_mdc_e3d6fd_1605684976029_1605685005484.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/30/joindre_des_photos/mdc_photo_mdc_739d0f_1605684986032_1605685005484.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;Ettahrir ;Tunis;
TRANSTU;District bab saadoun; elbortale haider  -r-;Dépôt bab saadoun;10.118697;36.81118;http://mdc.giscloud.com/rest/1/layers/3536205/features/94/joindre_des_photos/mdc_photo_mdc_61e176_1605778482230_1605778595962.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/94/joindre_des_photos/mdc_photo_mdc_3184cb_1605778500275_1605778595962.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/94/joindre_des_photos/mdc_photo_mdc_4c83ad_1605778525206_1605778595962.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/94/joindre_des_photos/mdc_photo_mdc_d31621_1605778540357_1605778595962.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Bardo ;Ksar said ;Tunis ;
TRANSTU;District bab saadoun;Bab mnara   -a-;Dépôt bab saadoun;10.169933;36.793177;http://mdc.giscloud.com/rest/1/layers/3536205/features/214/joindre_des_photos/mdc_photo_mdc_c075b3_1606120516313_1606120565714.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/214/joindre_des_photos/mdc_photo_mdc_6f5d8a_1606120532182_1606120565714.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Tunis;El medina ;Tunis;
TRANSTU;District bab saadoun;Stade ibn khaldoun  -a-;Dépôt bab saadoun;10.136575;36.833132;http://mdc.giscloud.com/rest/1/layers/3536205/features/33/joindre_des_photos/mdc_photo_mdc_6ad085_1605685594944_1605685641833.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/33/joindre_des_photos/mdc_photo_mdc_afd465_1605685614911_1605685641833.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/33/joindre_des_photos/mdc_photo_mdc_71f741_1605685630743_1605685641833.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis ;El omrane supérieur ;Tunis;
TRANSTU;District bab Saadoun ;Polyclinique tawfik (????????)  r;Dépôt bab Saadoun ;10.157873;36.831007;http://mdc.giscloud.com/rest/1/layers/3536205/features/257/joindre_des_photos/mdc_photo_mdc_41af47_1606206769322_1606206795110.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/257/joindre_des_photos/mdc_photo_mdc_7504d5_1606206782197_1606206795110.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis;El manzah ;Tunis;
TRANSTU;District bab saadoun;Zwiten   -r-;Dépôt bab saadoun;10.169025;36.82815;http://mdc.giscloud.com/rest/1/layers/3536205/features/178/joindre_des_photos/mdc_photo_mdc_0604f8_1605944058408_1605944077252.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/178/joindre_des_photos/mdc_photo_mdc_19c348_1605944069084_1605944077252.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El manzah ;Tunis;
TRANSTU;District bab saadoun ;Bab Sidi Abdessalem    -r- ;Dépôt bab saadoun ;10.162617;36.809812;http://mdc.giscloud.com/rest/1/layers/3536205/features/2738/joindre_des_photos/mdc_photo_mdc_08c615_Screenshot_20210309-075115_Maps_1615876952539.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;Bab souika;Tunis ;
TRANSTU;District bab saadoun; Hôpital Charles-Nicolle  -r-;Dépôt bab saadoun;10.163478;36.804015;http://mdc.giscloud.com/rest/1/layers/3536205/features/126/joindre_des_photos/mdc_photo_mdc_912c5a_1605857357418_1605857369131.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Tunis ;Bab souika;Tunis;
TRANSTU;District bab saadoun;Saint Henri -a-;Dépôt bab saadoun;10.146997;36.809038;http://mdc.giscloud.com/rest/1/layers/3536205/features/70/joindre_des_photos/mdc_photo_mdc_c669f7_1605773091026_1605773132323.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/70/joindre_des_photos/mdc_photo_mdc_0ebb82_1605773104814_1605773132323.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Bardo;Bardo ;Tunis;
TRANSTU;District bab saadoun;????? ????????  -r-;Dépôt bab saadoun;10.158352;36.830128;http://mdc.giscloud.com/rest/1/layers/3536205/features/175/joindre_des_photos/mdc_photo_mdc_92c7f4_1605943531803_1605943573853.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/175/joindre_des_photos/mdc_photo_mdc_bdd1ad_1605943556434_1605943573854.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;El manzah ;Tunis;
TRANSTU;District bab saadoun;Bouchoucha  -r-;Dépôt bab saadoun;10.150532;36.8094;http://mdc.giscloud.com/rest/1/layers/3536205/features/173/joindre_des_photos/mdc_photo_mdc_33ee8d_1605869515082_1605869535105.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/173/joindre_des_photos/mdc_photo_mdc_c53fc1_1605869526690_1605869535105.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Bardo ;Bardo;Tunis;
TRANSTU;District bab saadoun;El bodria  -a-;Dépôt bab saadoun;10.095995;36.816327;http://mdc.giscloud.com/rest/1/layers/3536205/features/53/joindre_des_photos/mdc_photo_mdc_f1d762_1605690874462_1605691025484.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/53/joindre_des_photos/mdc_photo_mdc_f4f9a6_1605690885616_1605691025484.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/53/joindre_des_photos/mdc_photo_mdc_8a09d5_1605690900250_1605691025484.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/53/joindre_des_photos/mdc_photo_mdc_5eebc9_1605690913191_1605691025484.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Manouba;Manouba;Manouba ;
TRANSTU;District bab saadoun;Mosquée manouba   -r-;Dépôt bab saadoun;10.092535;36.807933;http://mdc.giscloud.com/rest/1/layers/3536205/features/194/joindre_des_photos/mdc_photo_mdc_dfb526_1605949841451_1605949889196.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/194/joindre_des_photos/mdc_photo_mdc_69254e_1605949865370_1605949889196.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/194/joindre_des_photos/mdc_photo_mdc_c464ff_1605949885035_1605949889196.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Manouba;Manouba;Manouba;
TRANSTU;District bab saadoun;Abou bakr errazi  -a-;Dépôt bab saadoun;10.08282;36.807528;http://mdc.giscloud.com/rest/1/layers/3536205/features/61/joindre_des_photos/mdc_photo_mdc_bfb2c3_1605694995577_1605695041983.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/61/joindre_des_photos/mdc_photo_mdc_fff91a_1605695011152_1605695041984.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/61/joindre_des_photos/mdc_photo_mdc_a2b1ba_1605695034145_1605695041984.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Manouba;Manouba;Manouba ;
TRANSTU;District bab saadoun;El mosinnin  -a-;Dépôt bab saadoun;10.090445;36.808468;http://mdc.giscloud.com/rest/1/layers/3536205/features/58/joindre_des_photos/mdc_photo_mdc_fc2fa8_1605692083546_1605692132550.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/58/joindre_des_photos/mdc_photo_mdc_ef62c3_1605692094234_1605692132550.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/58/joindre_des_photos/mdc_photo_mdc_3d0d29_1605692112245_1605692132550.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/58/joindre_des_photos/mdc_photo_mdc_e894b4_1605692124647_1605692132550.jpg?reqlogin;Arrêt bus;Abri;no;yes;no;no;;Manouba;Manouba;Manouba ;
TRANSTU;District bab saadoun;Rue de gbelli   -r-;Dépôt bab saadoun;10.106857;36.809508;http://mdc.giscloud.com/rest/1/layers/3536205/features/87/joindre_des_photos/mdc_photo_mdc_12e8dd_1605776998052_1605777022751.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/87/joindre_des_photos/mdc_photo_mdc_86a1e8_1605777018385_1605777022751.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Denden ;Manouba ;Manouba ;
TRANSTU;District bab saadoun;Sprols manouba -a-;Dépôt bab saadoun;10.111558;36.810272;http://mdc.giscloud.com/rest/1/layers/3536205/features/84/joindre_des_photos/mdc_photo_mdc_c96aad_1605776346295_1605776399443.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/84/joindre_des_photos/mdc_photo_mdc_70a2f8_1605776360152_1605776399443.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/84/joindre_des_photos/mdc_photo_mdc_0230cd_1605776375106_1605776399443.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Denden ;Manouba ;Manouba ;
TRANSTU;District bab saadoun;El magreb el arabi -r-;Dépôt bab saadoun;10.10898;36.808983;http://mdc.giscloud.com/rest/1/layers/3536205/features/86/joindre_des_photos/mdc_photo_mdc_a6da32_1605776847138_1605776876971.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/86/joindre_des_photos/mdc_photo_mdc_4c9b8d_1605776862955_1605776876971.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Denden ;Manouba ;Manouba ;
TRANSTU;District bab Saadoun ;L'artisanat  -r-;Dépôt bab Saadoun ;10.117628;36.803112;http://mdc.giscloud.com/rest/1/layers/3536205/features/165/joindre_des_photos/mdc_photo_mdc_8b7d91_1605867349804_1605867414567.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/165/joindre_des_photos/mdc_photo_mdc_99fa38_1605867365741_1605867414568.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/165/joindre_des_photos/mdc_photo_mdc_41e425_1605867393226_1605867414568.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Denden ;Manouba ;Manouba ;
TRANSTU;District bab saadoun;Denden  -a-;Dépôt bab saadoun;10.109945;36.802365;http://mdc.giscloud.com/rest/1/layers/3536205/features/200/joindre_des_photos/mdc_photo_mdc_0bbd03_1605951305471_1605951349831.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/200/joindre_des_photos/mdc_photo_mdc_41db6b_1605951318845_1605951349831.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/200/joindre_des_photos/mdc_photo_mdc_74759b_1605951346809_1605951349831.jpg?reqlogin;Arrêt bus;Abri;no;no;no;yes;;Denden;Manouba ;Manouba ;
TRANSTU;District bab saadoun;Av Habib bourguiba (bardo)   -a-;Dépôt bab saadoun;10.143647;36.811845;http://mdc.giscloud.com/rest/1/layers/3536205/features/251/joindre_des_photos/mdc_photo_mdc_a144d0_1606205428224_1606205465340.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/251/joindre_des_photos/mdc_photo_mdc_cc9b17_1606205443812_1606205465340.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Bardo;Bardo;Tunis;
TRANSTU;District bab saadoun;Foyer Bardo 2   -r-;Dépôt bab saadou;10.141572;36.818332;http://mdc.giscloud.com/rest/1/layers/3536205/features/49/joindre_des_photos/mdc_photo_mdc_acaad4_1605689257212_1605689297281.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/49/joindre_des_photos/mdc_photo_mdc_f30f77_1605689284856_1605689297281.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Bardo ;Bardo ;Tunis ;
TRANSTU;District bab saadoun;Immeuble chèfia   -a-;Dépôt bab saadoun;10.153123;36.809748;http://mdc.giscloud.com/rest/1/layers/3536205/features/69/joindre_des_photos/mdc_photo_mdc_18ddbc_1605772760051_1605772828239.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/69/joindre_des_photos/mdc_photo_mdc_c9b64b_1605772781065_1605772828240.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/69/joindre_des_photos/mdc_photo_mdc_d4acb8_1605772820829_1605772828240.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Bardo ;Bardo ;Tunis;
TRANSTU;District bab Saadoun ;Immeubles  hrairia   -r-;Dépôt bab Saadoun ;10.124517;36.787693;http://mdc.giscloud.com/rest/1/layers/3536205/features/221/joindre_des_photos/mdc_photo_mdc_2b3a66_1606122009329_1606122046085.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/221/joindre_des_photos/mdc_photo_mdc_be12ad_1606122021123_1606122046085.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/221/joindre_des_photos/mdc_photo_mdc_99565d_1606122043285_1606122046085.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Tunis ;Hraïria;Tunis;
TRANSTU;District bab saadoun;Office d'huile  -r-;Dépôt bab saadoun;10.13761;36.795603;http://mdc.giscloud.com/rest/1/layers/3536205/features/137/joindre_des_photos/mdc_photo_mdc_44106b_1605859905689_1605859964778.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/137/joindre_des_photos/mdc_photo_mdc_c692a8_1605859936523_1605859964778.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/137/joindre_des_photos/mdc_photo_mdc_9483b5_1605859961710_1605859964778.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Tunis;Ezzouhour;Tunis;
TRANSTU;District bab saadoun;Office d'huile  -a-;Dépôt bab saadoun;10.13896;36.796115;http://mdc.giscloud.com/rest/1/layers/3536205/features/136/joindre_des_photos/mdc_photo_mdc_ab12b0_1605859767298_1605859791601.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/136/joindre_des_photos/mdc_photo_mdc_6a2979_1605859783211_1605859791601.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;Ezzouhour;Tunis;
TRANSTU;District bab saadoun;   foyer bardo 1  -a- ;Dépôt bab saadoun;10.146653;36.81397;http://mdc.giscloud.com/rest/1/layers/3536205/features/26/joindre_des_photos/mdc_photo_mdc_42a210_1605684035381_1605684097836.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/26/joindre_des_photos/mdc_photo_mdc_2824c8_1605684055961_1605684097836.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Bardo;Bardo;Tunis;
TRANSTU;District bab Saadoun ;École primaire zouhour 4  -a-;Dépôt bab Saadoun ;10.127465;36.791222;http://mdc.giscloud.com/rest/1/layers/3536205/features/218/joindre_des_photos/mdc_photo_mdc_021e05_1606121615825_1606121642111.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/218/joindre_des_photos/mdc_photo_mdc_c386da_1606121635731_1606121642111.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Tunis;Hraïria ;Tunis;
TRANSTU;District bab Saadoun ;Avenue Maghreb Arabe 2  -r-;Dépôt bab Saadoun ;10.09832;36.81347;http://mdc.giscloud.com/rest/1/layers/3536205/features/92/joindre_des_photos/mdc_photo_mdc_1e097a_1605777886583_1605777928272.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/92/joindre_des_photos/mdc_photo_mdc_89536b_1605777901746_1605777928273.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Manouba;Manouba;Manouba;
TRANSTU;District bab saadoun ;Bab saadoun   -a-;Dépôt bab saadoun ;10.161307;36.809556;http://mdc.giscloud.com/rest/1/layers/3536205/features/2739/joindre_des_photos/mdc_photo_mdc_5cd939_1615961790696_1615961915206.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2739/joindre_des_photos/mdc_photo_mdc_1be61c_1615961807544_1615961915206.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/2739/joindre_des_photos/mdc_photo_mdc_c79cd3_1615961824814_1615961915207.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;yes;no;yes;;Tunis ;Bab souika ;Tunis ;
TRANSTU;District bab saadoun;Aziza    -r-;Dépôt  Bab saadoun;10.17888;36.807462;http://mdc.giscloud.com/rest/1/layers/3536205/features/17/joindre_des_photos/mdc_photo_mdc_ea4c4c_1605516640588_1605516667781.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/17/joindre_des_photos/mdc_photo_mdc_fdf1fb_1605516650710_1605516667781.jpg?reqlogin;Arrêt bus;Poteau;no;yes;no;no;;Tunis;Bab souika ;Tunis;
TRANSTU;District bab saadoun;Ezzouhour 4  -r-;Dépôt bab saadoun;10.120648;36.790933;http://mdc.giscloud.com/rest/1/layers/3536205/features/149/joindre_des_photos/mdc_photo_mdc_f0fbc7_1605862427848_1605862484560.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/149/joindre_des_photos/mdc_photo_mdc_0a9602_1605862462233_1605862484560.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Tunis ;Hraïria ;Tunis;
TRANSTU;District bab saadoun;Avenue 20 mars  -r-;Dépôt bab saadoun;10.139242;36.807693;http://mdc.giscloud.com/rest/1/layers/3536205/features/172/joindre_des_photos/mdc_photo_mdc_a71f1c_1605869265007_1605869305659.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/172/joindre_des_photos/mdc_photo_mdc_878c00_1605869289249_1605869305659.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/172/joindre_des_photos/mdc_photo_mdc_179b63_1605869302358_1605869305659.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Bardo;Bardo;Tunis;
TRANSTU;District bab saadoun;Avenue 20 mars  -a-;Dépôt bab saadoun;10.139248;36.807805;http://mdc.giscloud.com/rest/1/layers/3536205/features/71/joindre_des_photos/mdc_photo_mdc_305ce6_1605773291213_1605773321812.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/71/joindre_des_photos/mdc_photo_mdc_8287cb_1605773313563_1605773321812.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Bardo;Bardo;Tunis;
TRANSTU;District bab saadoun;Avenue 20 mars 2  -r-;Dépôt bab saadoun;10.143598;36.808343;http://mdc.giscloud.com/rest/1/layers/3536205/features/244/joindre_des_photos/mdc_photo_mdc_5b7b2c_1606128264709_1606128295392.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/244/joindre_des_photos/mdc_photo_mdc_dc0c01_1606128281096_1606128295392.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/244/joindre_des_photos/mdc_photo_mdc_9d782e_1606128292393_1606128295392.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Bardo;Bardo;Tunis;
