ع/ر المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;خط العرض;خط الطول
1;تونس 1;تونس المدينة;م.إ.  نهج المر;ابتدائي;36.8231896;10.2053473
1;تونس 1;تونس المدينة;م.إ.  عبد العزيز الأصرم;ابتدائي;36.79685;10.17402
1;تونس 1;تونس المدينة;م.إ.  نهج الحكيم كسار;ابتدائي;36.80274;10.16990
1;تونس 1;تونس المدينة;م.إ.  الصادقية نهج سنان باشا;ابتدائي;36.79883;10.16600
1;تونس 1;تونس المدينة;م.إ.  ساحة معقل الزعيم;ابتدائي;36.79269;10.16491
1;تونس 1;تونس باب بحر;م.إ.  نهج شارل ديقول;ابتدائي;36.79470;10.17813
1;تونس 1;تونس باب بحر;م.إ.  نهج روسيا عدد17;ابتدائي;36.79455;10.17734
1;تونس 1;تونس باب بحر;م.إ.  نهج الإدريسي;ابتدائي;36.8032107;10.2301377
1;تونس 1;تونس باب بحر;م.إ.  12 نهج علي الجليلي;ابتدائي;36.80799;10.17900
1;تونس 1;تونس باب بحر;م.إ.  18 نهج الهند;ابتدائي;36.81146;10.18236
1;تونس 1;تونس باب بحر;م.إ.  29 نهج مرسيليا;ابتدائي;36.80346;10.18168
1;تونس 1;تونس باب بحر;م.إ.  80 نهج عبد الرزاق الشرايبي;ابتدائي;36.79534;10.18627
1;تونس 1;تونس باب بحر;م.إ.  16 نهج روسيا;ابتدائي;36.79525;10.17729
1;تونس 1;الخضراء;م.إ.  الحي الاولمبي المنجي سليم;ابتدائي;36.83806;10.19615
1;تونس 1;الخضراء;م.إ. 34/3/2 حي الخضراء 6;ابتدائي;36.82868;10.19649
1;تونس 1;الخضراء;م.إ.  محمود بن شبعان 14-1;ابتدائي;36.83345;10.19487
1;تونس 1;الخضراء;م.إ.  نهج كلود برنار;ابتدائي;36.82316;10.18182
1;تونس 1;الخضراء;م.إ.  ضفاف البحيرة;ابتدائي;36.83639;10.24652
1;تونس 1;الخضراء;م.إ. البحيرة 2;ابتدائي;36.83251;10.23216
1;تونس 1;باب سويقة;م.إ.  55 نهج باب سويقة;ابتدائي;36.80548;10.17032
1;تونس 1;باب سويقة;م.إ. ساحة سيدي العلوي;ابتدائي;36.80779;10.16498
1;تونس 1;باب سويقة;م.إ.  نهج الأقواس;ابتدائي;36.80614;10.16318
1;تونس 1;باب سويقة;م.إ. حسان بلخوجة;ابتدائي;36.81141;10.17305
1;تونس 1;الكبارية;م.إ.  الكبارية 1;ابتدائي;36.74705;10.18988
1;تونس 1;الكبارية;م.إ.  الكبارية 3;ابتدائي;36.76262;10.19185
1;تونس 1;الكبارية;م.إ. الكبارية 4;ابتدائي;36.76361;10.19356
1;تونس 1;الكبارية;م.إ.  الكبارية 5;ابتدائي;36.76028;10.18450
1;تونس 1;الكبارية;م.إ.  الوردية 2;ابتدائي;36.75655;10.19674
1;تونس 1;الكبارية;م.إ.  الوردية 6;ابتدائي;36.75325;10.19848
1;تونس 1;الكبارية;م.إ.  المروج 2 الحي البلدي;ابتدائي;36.75969;10.19014
1;تونس 1;الكبارية;م.إ.  ابن سينا 1;ابتدائي;36.75402;10.19360
1;تونس 1;الكبارية;م.إ.  حي النور 1;ابتدائي;36.74836;10.20346
1;تونس 1;الكبارية;م.إ.  ابن سينا 2;ابتدائي;36.75476;10.18911
1;تونس 1;الكبارية;م.إ.  المروج 2-ابن خلدون;ابتدائي;36.74054;10.19865
1;تونس 1;الكبارية;م.إ.  حي النور 2;ابتدائي;36.75185;10.20132
1;تونس 1;الكبارية;م.إ.  الامتياز ( ابن سينا 6-1 );ابتدائي;36.74755;10.17898
1;تونس 1;الكبارية;م.إ.  محمود المسعدي( ابن سينا 6-2 );ابتدائي;36.75129;10.17675
1;تونس 1;الكبارية;م.إ.  المروج 2 الغزالي;ابتدائي;36.74272;10.20404
1;تونس 1;الكبارية;م.إ.  المنارة ( ابن سينا 6-3 );ابتدائي;36.75170;10.17968
1;تونس 1;الكبارية;م.إ.  النجمة الزهراء الكبارية;ابتدائي;36.74509;10.18177
1;تونس 1;الكبارية;م.إ. الهناء المروج2;ابتدائي;36.74179;10.19302
1;تونس 1;تونس سيدي البشير;م.إ.  نهج علي الدوعاجي مونفلوري;ابتدائي;36.78438;10.17692
1;تونس 1;تونس سيدي البشير;م.إ.  نهج كرباكة مونفلوري;ابتدائي;36.78365;10.17529
1;تونس 1;تونس سيدي البشير;م.إ.  نهج الساحل;ابتدائي;36.78273;10.17423
1;تونس 1;تونس سيدي البشير;م.إ.  نهج العلماء;ابتدائي;36.78967;10.17293
1;تونس 1;تونس سيدي البشير;م.إ.  حي هلال1;ابتدائي;36.78206;10.16842
1;تونس 1;تونس سيدي البشير;م.إ.  حي هلال 2;ابتدائي;36.77839;10.16982
1;تونس 1;الوردية;م.إ.  نهج الخروبة;ابتدائي;36.77685;10.19150
1;تونس 1;الوردية;م.إ.  نهج لاصوم;ابتدائي;36.77880;10.18873
1;تونس 1;الوردية;م.إ.  الوردية 1;ابتدائي;36.76803;10.18611
1;تونس 1;الوردية;م.إ.  الوفاء نهج صالح المالقي;ابتدائي;36.76961;10.17926
1;تونس 1;الوردية;م.إ.  حي الازدهار الوردية;ابتدائي;36.77037;10.18276
1;تونس 1;الوردية;م.إ.  2 مارس لاكانيا;ابتدائي;36.77252;10.18137
1;تونس 1;الوردية;م.إ.  حي محمد علي الوردية;ابتدائي;36.76772;10.18585
1;تونس 1;حلق الوادي;م.إ.  9 نهج 2 مارس حلق الواد;ابتدائي;36.81771;10.30380
1;تونس 1;حلق الوادي;م.إ. خير الدين الكرم;ابتدائي;36.82720;10.31150
1;تونس 1;حلق الوادي;م.إ. العوينة طريق سكرة;ابتدائي;36.85160;10.25823
1;تونس 1;حلق الوادي;م.إ. العوينة حي المهيري;ابتدائي;36.85073;10.26422
1;تونس 1;حلق الوادي;م.إ. حي العمارات العوينة;ابتدائي;36.85235;10.25955
1;تونس 1;حلق الوادي;م.إ.حدائق العوينة;ابتدائي;36.7600466;10.2509454
1;تونس 1;جبل الجلود;م.إ.  نهج حمام الأنف;ابتدائي;36.76469;10.20398
1;تونس 1;جبل الجلود;م.إ.  طريق لاكانيا ;ابتدائي;36.76699;10.19520
1;تونس 1;جبل الجلود;م.إ.  نهج فليب فيل ;ابتدائي;36.77011;10.19798
1;تونس 1;جبل الجلود;م.إ.  سيدي فتح الله 1;ابتدائي;36.76471;10.20446
1;تونس 1;جبل الجلود;م.إ.  سيدي فتح الله 2 ;ابتدائي;36.76509;10.20445
1;تونس 1;جبل الجلود;م.إ.  حي ثامر ;ابتدائي;36.75969;10.21179
1;تونس 1;المرسى;م.إ.  نهج الورد ;ابتدائي;36.88631;10.32527
1;تونس 1;المرسى;م.إ.  شارع بورقيبة ;ابتدائي;36.88179;10.32637
1;تونس 1;المرسى;م.إ.  حي الرياض;ابتدائي;36.88437;10.31241
1;تونس 1;المرسى;م.إ.  المرسى شارع الطيب المهيري;ابتدائي;36.88070;10.32734
1;تونس 1;المرسى;م.إ. قمرت;ابتدائي;36.90536;10.30006
1;تونس 1;المرسى;م.إ.  سيدي داود;ابتدائي;36.86486;10.30298
1;تونس 1;المرسى;م.إ.  فرحات حشاد;ابتدائي;36.89012;10.30926
1;تونس 1;المرسى;م.إ.  البحر الأزرق ;ابتدائي;36.87539;10.29100
1;تونس 1;المرسى;م.إ.  نهج محمد علي;ابتدائي;36.87801;10.31153
1;تونس 1;المرسى;م.إ.  الحي الجديد ;ابتدائي;36.88666;10.30498
1;تونس 1;المرسى;م.إ.  حروش ;ابتدائي;36.90905;10.29091
1;تونس 1;المرسى;م.إ.  حي الخليل;ابتدائي;36.7890132;10.2167931
1;تونس 1;المرسى;م.إ.  بحر الازرق;ابتدائي;36.946752;10.19655
1;تونس 1;قرطاج;م.إ.  صلامبو نهج بلوتارك;ابتدائي;36.84318;10.32299
1;تونس 1;قرطاج;م.إ.  32 حي عقبة ابن نافع قرطاج بيرصة;ابتدائي;36.84860;10.32120
1;تونس 1;قرطاج;م.إ.  2 نهج تانيت ;ابتدائي;36.85406;10.32886
1;تونس 1;قرطاج;م.إ.  نهج ابن خلدون أميلكار;ابتدائي;36.86900;10.33715
1;تونس 1;قرطاج;م.إ.  6 نهج 2 مارس سيدي بوسعيد;ابتدائي;36.87065;10.34498
1;تونس 1;قرطاج;م.إ.   قرطاج الياسمينة نهج طارق ابن;ابتدائي;36.84790;10.31052
1;تونس 1;قرطاج;م.إ.  حي محمد علي;ابتدائي;36.85432;10.31023
1;تونس 1;قرطاج;م.إ. المدرسة الدوليـة تونس;ابتدائي;36.51375;10.181368
1;تونس 1;الكرم;م.إ.  نهج ليبيا صلامبو;ابتدائي;36.84336;10.31511
1;تونس 1;الكرم;م.إ. نهج بوشوشة ;ابتدائي;36.83154;10.31728
1;تونس 1;الكرم;م.إ. شارع بورقيبة ;ابتدائي;36.83248;10.31583
1;تونس 1;الكرم;م.إ.  شريفة المسعدي;ابتدائي;36.85584;10.28164
1;تونس 1;الكرم;م.إ.  سيدي عمر الكرم الغربي;ابتدائي;36.84407;10.30568
1;تونس 1;الكرم;م.إ. المنجي سليم عين زغوان;ابتدائي;36.87795;10.26751
1;تونس 1;الكرم;م.إ. 2 نهج فرحات حشاد صلامبو;ابتدائي;36.83904;10.30884
1;تونس 1;الكرم;م.إ. 1 نهج 5 ديسمبر صلامبو;ابتدائي;36.83898;10.30747
1;تونس 1;#N/A;م.إ.  حدائق قرطاج;ابتدائي;36.8587054;10.2947024
2;تونس 2;المنزه;م.إ.  ساحة منداس فرانس ميتيال فيل;ابتدائي;36.8326161;10.1717522
2;تونس 2;المنزه;م.إ.  الهادي خفشة ;ابتدائي;36.83724;10.17835
2;تونس 2;المنزه;م.إ.  حي المنار 2;ابتدائي;36.8358775;10.1570112
2;تونس 2;المنزه;م.إ.  المنزه التاسع;ابتدائي;36.8472673;10.1559152
2;تونس 2;المنزه;م.إ.  المنار 1;ابتدائي;36.833994;10.1527261
2;تونس 2;المنزه;م.إ. حدائق المنزه;ابتدائي;36.8440099;10.1323342
2;تونس 2;العمران;م.إ.   نهج فاس/رأس الطابية;ابتدائي;36.8198981;10.143015
2;تونس 2;العمران;م.إ.  بئر عتيق جبل الأحمر;ابتدائي;36.8198175;10.1556602
2;تونس 2;العمران;م.إ.   بئر الكرم جبل الأحمر;ابتدائي;36.8182629;10.1592777
2;تونس 2;العمران;م.إ.  الفوز العمران;ابتدائي;36.8221267;10.164694
2;تونس 2;العمران;م.إ.   حي الزياتين 1;ابتدائي;36.8200472;10.1584078
2;تونس 2;العمران;م.إ.  16 نهج بشار ةالخوري;ابتدائي;36.8146479;10.1657594
2;تونس 2;العمران;م.إ.  2 مارس 34 العمران;ابتدائي;36.8205903;10.1647359
2;تونس 2;العمران;م.إ.  نهج بولونيا;ابتدائي;36.8107453;10.1552835
2;تونس 2;العمران;م.إ.  حي الزياتين 2;ابتدائي;36.8199691;10.1577509
2;تونس 2;العمران;م.إ.  حي الرمانة;ابتدائي;36.8231092;10.144574
2;تونس 2;باردو;م.إ.  شارع الحبيب بورقيبة باردو;ابتدائي;36.8086451;10.1376345
2;تونس 2;باردو;م.إ.  نهج الصنوبر باردو;ابتدائي;36.8077622;10.1470787
2;تونس 2;باردو;م.إ.  نهج مدنين  باردو;ابتدائي;36.8079849;10.1285702
2;تونس 2;باردو;م.إ.  نهج تازركة باردو;ابتدائي;36.8100937;10.14135
2;تونس 2;باردو;م.إ.  نهج البرتقال;ابتدائي;36.8107336;10.1463308
2;تونس 2;باردو;م.إ.  السعيدية  باردو;ابتدائي;36.8024959;10.1263206
2;تونس 2;باردو;م.إ.  قصر السعيد 1;ابتدائي;36.8162521;10.1213429
2;تونس 2;باردو;م.إ.  حي الرياض باردو;ابتدائي;36.8143945;10.1315935
2;تونس 2;باردو;م.إ.  حي ضباط الصف باردو;ابتدائي;36.7993635;10.1226625
2;تونس 2;باردو;م.إ.  2 مارس 34 قصر السعيد 2;ابتدائي;36.8214139;10.1224077
2;تونس 2;باردو;م.إ.  قصر السعيد 3;ابتدائي;36.8239313;10.1175792
2;تونس 2;باردو;م.إ.  نهج الهادي شاكر باردو;ابتدائي;36.8008997;10.1350876
2;تونس 2;باردو;م.إ.  ابن سينا باردو;ابتدائي;36.829644;10.1151458
2;تونس 2;السيجومي;م.إ.  النجاح الملاسين;ابتدائي;36.79065;10.16190
2;تونس 2;السيجومي;م.إ.  2 مارس 34 الملاسين;ابتدائي;36.7979454;10.1584831
2;تونس 2;السيجومي;م.إ.  باب خالد الملاسين;ابتدائي;36.79249;10.15870
2;تونس 2;الزهور;م.إ.  العمارية نهج 4157;ابتدائي;36.7998174;10.1453806
2;تونس 2;الزهور;م.إ.  حي الطيران 1 نج 4616;ابتدائي;36.79650;10.14595
2;تونس 2;الزهور;م.إ.  حي الزهور 1 نهج الاكليل;ابتدائي;36.7977313;10.1342283
2;تونس 2;الزهور;م.إ.  حي الزهور 4 نهج 4200;ابتدائي;36.79585;10.12602
2;تونس 2;الزهور;م.إ.  السمران نهج 4137;ابتدائي;36.800101;10.1401415
2;تونس 2;الزهور;م.إ.  حي الطيران 2;ابتدائي;36.79588;10.14049
2;تونس 2;الزهور;م.إ.  حي الطيران 3;ابتدائي;36.79397;10.14297
2;تونس 2;الزهور;م.إ.  باش حامبة2;ابتدائي;36.79135;10.12709
2;تونس 2;الزهور;م.إ.  حي بن سديرة;ابتدائي;36.78925;10.13112
2;تونس 2;التحرير;م.إ.  التحرير 1;ابتدائي;36.8244746;10.1263371
2;تونس 2;التحرير;م.إ.  حي التحرير 2;ابتدائي;36.8239786;10.1255639
2;تونس 2;التحرير;م.إ. حي التحرير 3;ابتدائي;36.8279664;10.1270468
2;تونس 2;التحرير;م.إ.  التحرير العلوي;ابتدائي;36.834924;10.1202915
2;تونس 2;العمران الأعلى;م.إ.  حي ابن خلدون 2;ابتدائي;36.8235256;10.138494
2;تونس 2;العمران الأعلى;م.إ.  حي ابن خلدون 3;ابتدائي;36.8306439;10.1403576
2;تونس 2;العمران الأعلى;م.إ.  حي ابن خلدون 5;ابتدائي;36.832362;10.1292888
2;تونس 2;العمران الأعلى;م.إ.  حي ابن خلدون 6;ابتدائي;36.8357424;10.1294502
2;تونس 2;العمران الأعلى;م.إ.  الانطلاقة 2;ابتدائي;36.8370444;10.1186993
2;تونس 2;العمران الأعلى;م.إ.  حي الانطلاقة 3;ابتدائي;36.8411537;10.1265167
2;تونس 2;العمران الأعلى;م.إ.  حي الانطلاقة 1 -34/3/2;ابتدائي;36.840076;10.1196434
2;تونس 2;العمران الأعلى;م.إ.  الامام بن عرفة;ابتدائي;36.83749;10.13175
2;تونس 2;العمران الأعلى;م.إ.  الشابي - العمران الاعلى34/3/2;ابتدائي;36.840745;10.1304824
2;تونس 2;الحرايرية;م.إ.  حي الزهور 4 الممتدّ;ابتدائي;36.7940011;10.1218727
2;تونس 2;الحرايرية;م.إ.  حي الزهور 5 الممتدّ 1;ابتدائي;36.7888721;10.1100295
2;تونس 2;الحرايرية;م.إ.  حي الزهور 5 الممتدّ 2;ابتدائي;36.78878;10.10943
2;تونس 2;الحرايرية;م.إ.  حي الزهور 1/5;ابتدائي;36.7900234;10.1060499
2;تونس 2;الحرايرية;م.إ.الشهيد محمد ياسين  (2 مارس 34 الحرايرية4);ابتدائي;36.7876552;10.1230974
2;تونس 2;الحرايرية;م.إ.  حي بوزيان الزهور;ابتدائي;36.795715;10.1178818
2;تونس 2;الحرايرية;م.إ.  الحرايرية 3;ابتدائي;36.7904814;10.1220241
2;تونس 2;الحرايرية;م.إ.  حي العنتيت;ابتدائي;36.7951484;10.1084933
2;تونس 2;الحرايرية;م.إ.  عقبة ابن نافع 2 الزهور;ابتدائي;36.7852673;10.1031919
2;تونس 2;الحرايرية;م.إ.  حي الزهور 2/5;ابتدائي;36.7898795;10.1064408
2;تونس 2;الحرايرية;م.إ.  18 جانفي الحرايرية;ابتدائي;36.7902327;10.1187097
2;تونس 2;الحرايرية;م.إ.  الزهروني;ابتدائي;36.7877358;10.1111171
2;تونس 2;الحرايرية;م.إ.  حي السلامة;ابتدائي;36.7848586;10.1155899
2;تونس 2;الحرايرية;م.إ. غدير القلة;ابتدائي;36.7792084;10.0528238
2;تونس 2;الحرايرية;م.إ.  حي الفلة;ابتدائي;36.79716;10.10536
2;تونس 2;الحرايرية;م.إ.  المشتل 1;ابتدائي;36.79373;10.09639
2;تونس 2;الحرايرية;م.إ.  المشتل 2;ابتدائي;36.7931678;10.0959664
2;تونس 2;الحرايرية;م.إ.  عقبة ابن نافع 1;ابتدائي;36.7881206;10.1017148
2;تونس 2;الحرايرية;م.إ.  حي الصحة ;ابتدائي;36.79260;10.08742
2;تونس 2;الحرايرية;م.إ.  حي الواحة;ابتدائي;36.7800896;10.0770042
2;تونس 2;سيدي حسين;م.إ.  العطار;ابتدائي;36.73248;10.06887
2;تونس 2;سيدي حسين;م.إ.  بيرين;ابتدائي;36.7178115;10.1073222
2;تونس 2;سيدي حسين;م.إ.  برج شاكير;ابتدائي;36.764339;10.0766979
2;تونس 2;سيدي حسين;م.إ.  مغيره انزال;ابتدائي;36.71111;10.13410
2;تونس 2;سيدي حسين;م.إ.  السيجومي;ابتدائي;36.7543317;10.1175233
2;تونس 2;سيدي حسين;م.إ.  سيدي حسين 1;ابتدائي;36.7686515;10.1144851
2;تونس 2;سيدي حسين;م.إ.  الشابي حي مراد;ابتدائي;36.7683297;10.0997099
2;تونس 2;سيدي حسين;م.إ.  حي 20 مارس السيجومي;ابتدائي;36.75273;10.11072
2;تونس 2;سيدي حسين;م.إ.  سيدي حسين 2;ابتدائي;36.77240;10.11304
2;تونس 2;سيدي حسين;م.إ.  سيدي عبد الله المعيو;ابتدائي;36.7306781;10.1232539
2;تونس 2;سيدي حسين;م.إ.  حي الفتح ;ابتدائي;36.76160;10.11207
2;تونس 2;سيدي حسين;م.إ.  حي بوقطفة;ابتدائي;36.7768359;10.1051027
2;تونس 2;سيدي حسين;م.إ.  الجيارة 1;ابتدائي;36.76817;10.09344
2;تونس 2;سيدي حسين;م.إ.  سيدي حسين 3;ابتدائي;36.76703;10.11168
2;تونس 2;سيدي حسين;م.إ.  الجيارة 2;ابتدائي;36.7678005;10.088451
2;تونس 2;سيدي حسين;م.إ.  سيدي حسين 4- حي 25 جويلية;ابتدائي;36.74445;10.11940
2;تونس 2;سيدي حسين;م.إ. عمر المختار;ابتدائي;36.7316598;10.1273579
2;تونس 2;سيدي حسين;م.إ. حي المنجي سليم المغيرة إنزال;ابتدائي;36.7102427;10.1428416
2;تونس 2;سيدي حسين;م.إ. تقسيم المعز;ابتدائي;36.74921;10.10223
2;تونس 2;سيدي حسين;م.إ. حي بوقطفة 2;ابتدائي;36.7766125;10.1051468
3;أريانة;قلعة الأندلس;م.إ.  قلعة الأندلس 1 (شارع بورقيبة );ابتدائي;37.05963;10.11174
3;أريانة;قلعة الأندلس;م.إ.  قلعة الأندلس 2;ابتدائي;37.06191;10.12041
3;أريانة;قلعة الأندلس;م.إ.  قنطرة بنزرت;ابتدائي;36.99289;10.06279
3;أريانة;قلعة الأندلس;م.إ.  برج يوسف;ابتدائي;36.94396;10.09876
3;أريانة;قلعة الأندلس;م.إ.  بوحنش;ابتدائي;36.97341;10.13543
3;أريانة;قلعة الأندلس;م.إ. قلعة الأندلس 3;ابتدائي;37.05808;10.11990
3;أريانة;قلعة الأندلس;م.إ.  النحلي;ابتدائي;36.89140;10.13307
3;أريانة;قلعة الأندلس;م.إ.  قلعة الأندلس4  (سيدي عيسى);ابتدائي;37.06072;10.11458
3;أريانة;قلعة الأندلس;م.إ.  المروج;ابتدائي;37.05507;10.11484
3;أريانة;سيدي ثابت;م.إ.  بجاوة 2;ابتدائي;36.86213;10.00705
3;أريانة;سيدي ثابت;م.إ.  سبالة بن عمار;ابتدائي;36.91092;10.10417
3;أريانة;سيدي ثابت;م.إ.  المباركة 2;ابتدائي;36.53469;10.01368
3;أريانة;سيدي ثابت;م.إ.  سيدي ثابت 1;ابتدائي;36.90969;10.04409
3;أريانة;سيدي ثابت;م.إ.  سيدي ثابت 2;ابتدائي;36.89631;10.02638
3;أريانة;سيدي ثابت;م.إ.  المباركة 1;ابتدائي;36.90393;10.02617
3;أريانة;سيدي ثابت;م.إ.  البكري سبالة بن عمار;ابتدائي;36.89453;10.10977
3;أريانة;سيدي ثابت;م.إ.  شرفش 24 ;ابتدائي;36.95841;10.07886
3;أريانة;سيدي ثابت;م.إ.  الجباس;ابتدائي;36.88808;10.08220
3;أريانة;#N/A;م.إ.  أريج;ابتدائي;36.8993581;10.0495282
3;أريانة;سكرة;م.إ.  حي الساحلي طريق سكرة;ابتدائي;36.86777;10.22073
3;أريانة;سكرة;م.إ.  حي الهادي نويرة;ابتدائي;36.87220;10.19686
3;أريانة;سكرة;م.إ.  برج الوزير حي التعمير5;ابتدائي;36.86655;10.20221
3;أريانة;سكرة;م.إ.  شطرانة;ابتدائي;36.88619;10.21865
3;أريانة;سكرة;م.إ.  سكرة البريد;ابتدائي;36.87575;10.24514
3;أريانة;سكرة;م.إ.  سيدي فرج سكرة;ابتدائي;36.87806;10.26766
3;أريانة;سكرة;م.إ.  حي الصحة برج الوزير;ابتدائي;36.87434;10.20589
3;أريانة;سكرة;م.إ.  دار الفاضل 1 سكرة;ابتدائي;36.86364;10.24797
3;أريانة;سكرة;م.إ.  حي النسيم أريانة;ابتدائي;36.87450;10.19426
3;أريانة;سكرة;م.إ.  سيدي سفيان;ابتدائي;36.87248;10.21484
3;أريانة;سكرة;م.إ.  دار فضـال 2;ابتدائي;36.87035;10.24540
3;أريانة;سكرة;م.إ.  النخيلات;ابتدائي;36.87927;10.19145
3;أريانة;سكرة;م.إ.  المنصورة أريانة;ابتدائي;36.88477;10.20043
3;أريانة;سكرة;م.إ. حي الباهي الأدغم;ابتدائي;36.87994;10.20257
3;أريانة;سكرة;م.إ. الزوايدية;ابتدائي;36.86726;10.28590
3;أريانة;سكرة;م.إ. دار فضال 3;ابتدائي;36.86397;10.24345
3;أريانة;رواد;م.إ.  برج الطويل;ابتدائي;36.92611;10.13733
3;أريانة;رواد;م.إ.  حي شاكر قلعة الأندلس;ابتدائي;36.94554;10.16345
3;أريانة;رواد;م.إ.  جعفر الشمالية;ابتدائي;36.91857;10.17874
3;أريانة;رواد;م.إ.  جعفر 1;ابتدائي;36.90013;10.18082
3;أريانة;رواد;م.إ.  رواد;ابتدائي;36.95254;10.18700
3;أريانة;رواد;م.إ.  الإمام سحنون حي الغزالة;ابتدائي;36.88910;10.17556
3;أريانة;رواد;م.إ.  أبو القاسم الشابي حي الغزالة;ابتدائي;36.89248;10.16410
3;أريانة;رواد;م.إ. حــي اليمامة;ابتدائي;36.93821;10.17824
3;أريانة;رواد;م.إ.  جعفر 2;ابتدائي;36.9103355;10.1832433
3;أريانة;رواد;م.إ.  الفرابي حي الغزالة;ابتدائي;36.88561;10.17480
3;أريانة;رواد;م.إ. اريانة الصغرى;ابتدائي;36.90120;10.18466
3;أريانة;رواد;م.إ.  اليمامة 2;ابتدائي;36.93815;10.17766
3;أريانة;رواد;م.إ. رواد 2;ابتدائي;36.95559;10.20051
3;أريانة;رواد;م.إ. رواد الشاطئ;ابتدائي;"36.8894131	";10.1750787
3;أريانة;رواد;م.إ. نور جعفر;ابتدائي;"36.9106094	";10.1834552
3;أريانة;#N/A;م.إ. النزاهة;ابتدائي;36.967051;10.1952043
3;أريانة;#N/A;م.إ.  نور جعفر 2;ابتدائي;36.929235;10.187549
3;أريانة;أريانة;م.إ.  رياض الأندلس;ابتدائي;36.87903;10.17442
3;أريانة;أريانة;م.إ.  سيدي الجبالي;ابتدائي;36.86163;10.19417
3;أريانة;أريانة;م.إ.  طريق بنزرت ;ابتدائي;36.86406;10.18578
3;أريانة;أريانة;م.إ.  الحبيب ثامر;ابتدائي;36.85709;10.19221
3;أريانة;أريانة;م.إ.  رياض النصر;ابتدائي;36.86144;10.15834
3;أريانة;أريانة;م.إ.  فرحات حشاد ;ابتدائي;36.85603;10.18864
3;أريانة;أريانة;م.إ.  حي النور ;ابتدائي;36.85706;10.19857
3;أريانة;أريانة;م.إ.  شارع الحرية أريانة الجديدة;ابتدائي;36.85103;10.18145
3;أريانة;أريانة;م.إ.  المنزه الخامس 1/5 شارع افريقيا;ابتدائي;36.84726;10.17873
3;أريانة;أريانة;م.إ.  حي التعمير 1 ;ابتدائي;36.86064;10.19925
3;أريانة;أريانة;م.إ.  حي الفردوس ;ابتدائي;36.86570;10.19056
3;أريانة;أريانة;م.إ.  أريانة العليا;ابتدائي;36.86227;10.17792
3;أريانة;أريانة;م.إ.  نهج بلال المنزه السادس;ابتدائي;36.85081;10.16243
3;أريانة;أريانة;م.إ.  المنزه السابع ;ابتدائي;36.84958;10.15828
3;أريانة;أريانة;م.إ.  برج التركي;ابتدائي;36.86944;10.16929
3;أريانة;أريانة;م.إ.  المنزه الثامن;ابتدائي;36.85873;10.17587
3;أريانة;أريانة;م.إ.  حي النصر;ابتدائي;36.86281;10.16994
3;أريانة;حي التضامن;م.إ.  حي التضامن 1;ابتدائي;36.82994;10.11219
3;أريانة;حي التضامن;م.إ. حي التضامن 1 مكرر;ابتدائي;36.83042;10.11149
3;أريانة;حي التضامن;م.إ.  حي التضامن 2;ابتدائي;36.83493;10.10741
3;أريانة;حي التضامن;م.إ.  حي التضامن 2 مارس 34;ابتدائي;36.83465;10.10812
3;أريانة;حي التضامن;م.إ.  حي التضامن 4;ابتدائي;36.83538;10.09621
3;أريانة;حي التضامن;م.إ.  حي التضامن 5 طاق ابن زياد;ابتدائي;36.83304;10.11508
3;أريانة;حي التضامن;م.إ.  18 جانفي 52 حي التضامن;ابتدائي;36.83123;10.09945
3;أريانة;حي التضامن;م.إ. التضامن3;ابتدائي;36.82792;10.10489
3;أريانة;حي التضامن;م.إ. الامل ( حي التضامن 3 مكرر);ابتدائي;36.6944;9.00048
3;أريانة;حي التضامن;م.إ.  حي التضامن 4 مكرر;ابتدائي;36.83561;10.09647
3;أريانة;حي التضامن;م.إ. نهج الطيب المهيري ;ابتدائي;36.83898;10.09574
3;أريانة;المنيهلة;م.إ.  المنيهلة;ابتدائي;36.85758;10.11524
3;أريانة;المنيهلة;م.إ.  حي النصر 1 عن المنيهلة;ابتدائي;36.84590;10.11402
3;أريانة;المنيهلة;م.إ.  حي النصر 2 عن المنيهلة;ابتدائي;36.84155;10.11328
3;أريانة;المنيهلة;م.إ.  واد الرومي 1;ابتدائي;36.84249;10.09691
3;أريانة;المنيهلة;م.إ.  الصنهاجي عن المنيهلة;ابتدائي;36.87908;10.11690
3;أريانة;المنيهلة;م.إ.  ابن سينا;ابتدائي;36.85041;10.12121
3;أريانة;المنيهلة;م.إ.  الجمهورية 2 ;ابتدائي;36.84667;10.10947
3;أريانة;المنيهلة;م.إ.  واد الرومي 2 البساتين;ابتدائي;36.84471;10.09879
3;أريانة;المنيهلة;م.إ.  الجمهورية 1;ابتدائي;36.84685;10.10968
3;أريانة;المنيهلة;م.إ.  النصر 3 ;ابتدائي;36.84261;10.11230
3;أريانة;المنيهلة;م.إ.  حدائق المنيهلة;ابتدائي;36.87320;10.14334
3;أريانة;المنيهلة;م.إ. واد الرومي3;ابتدائي;36.84490;10.09918
3;أريانة;المنيهلة;م.إ.  البساتين;ابتدائي;36.85144;10.08764
3;أريانة;المنيهلة;م.إ. الرفاهة;ابتدائي;36.85200;10.12157
3;أريانة;المنيهلة;م.إ. المنيهلة 2;ابتدائي;36.85758;10.11436
3;أريانة;المنيهلة;م.إ. البساتين 2;ابتدائي;"36.8515232	";10.0879249
3;أريانة;المنيهلة;م.إ. حدائق المنزه;ابتدائي;36.85118;10.11954
