ع/ر المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;خط العرض;خط الطول
12;القصرين;سبيطلة;م.إ.  مشرق الشمس;ابتدائي;35.38028;9.02913
12;القصرين;سبيطلة;م.إ. الزنايدية;ابتدائي;35.39474;9.11965
12;القصرين;سبيطلة;م.إ.  الغضابنية;ابتدائي;35.15105;9.20533
12;القصرين;سبيطلة;م.إ.  هنشير العسل;ابتدائي;35.44568;9.07768
12;القصرين;سبيطلة;م.إ.  زاوية بن عمار;ابتدائي;35.35397;8.88565
12;القصرين;سبيطلة;م.إ.  حي السرور;ابتدائي;35.22822;9.13094
12;القصرين;سبيطلة;م.إ.  السلاطنية;ابتدائي;35.04366;9.27577
12;القصرين;سبيطلة;م.إ.  الأثار;ابتدائي;35.26849;9.06503
12;القصرين;سبيطلة;م.إ.  الوساعية;ابتدائي;35.29858;8.95130
12;القصرين;سبيطلة;م.إ.  الفرضة;ابتدائي;35.02783;9.17616
12;القصرين;سبيطلة;م.إ.  المزارة;ابتدائي;35.07589;9.16766
12;القصرين;سبيطلة;م.إ.  الرياض;ابتدائي;35.31601;9.01263
12;القصرين;سبيطلة;م.إ.  الفج;ابتدائي;35.21270;8.97327
12;القصرين;سبيطلة;م.إ.  الجراولة;ابتدائي;35.33523;9.12418
12;القصرين;سبيطلة;م.إ.  بوكحيل;ابتدائي;35.25024;9.17297
12;القصرين;سبيطلة;م.إ.  الساقية الحمراء;ابتدائي;35.18530;9.13628
12;القصرين;سبيطلة;م.إ.  القساسمية;ابتدائي;35.08501;9.26907
12;القصرين;سبيطلة;م.إ.  وادي مساهل;ابتدائي;35.39370;8.95572
12;القصرين;سبيطلة;م.إ. أولاد عبد المولاه;ابتدائي;35.15492;9.16352
12;القصرين;سبيطلة;م.إ.  الذواودة;ابتدائي;35.34387;8.99064
12;القصرين;سبيطلة;م.إ.  الغرادق;ابتدائي;35.14426;9.07794
12;القصرين;سبيطلة;م.إ.  الشهيد نجيب السعداوي( حي الخضراء);ابتدائي;35.23799;9.13181
12;القصرين;سبيطلة;م.إ.  الغابات 1;ابتدائي;35.23514;9.11573
12;القصرين;سبيطلة;م.إ.  فيض المثنان;ابتدائي;35.38155;9.05245
12;القصرين;سبيطلة;م.إ.  وجه الرخمات;ابتدائي;35.02568;9.20707
12;القصرين;سبيطلة;م.إ. فج الطفل;ابتدائي;35.36681;9.15077
12;القصرين;سبيطلة;م.إ.  الغرابلية;ابتدائي;34.00000;13.00000
12;القصرين;سبيطلة;م.إ. الطربخانة;ابتدائي;35.42727;8.95540
12;القصرين;سبيطلة;م.إ.  قرعة العطش;ابتدائي;35.27636;8.92756
12;القصرين;سبيطلة;م.إ.  السعايدية;ابتدائي;35.16001;9.23784
12;القصرين;سبيطلة;م.إ. الذراع الأخضر;ابتدائي;35.17162;9.21602
12;القصرين;سبيطلة;م.إ. أولاد عيسى;ابتدائي;35.27288;9.02506
12;القصرين;سبيطلة;م.إ.  الخيمة;ابتدائي;35.34929;9.03946
12;القصرين;سبيطلة;م.إ.  حي السرور 2;ابتدائي;35.22744;9.13438
12;القصرين;سبيطلة;م.إ.  الكميم;ابتدائي;35.09465;9.21744
12;القصرين;سبيطلة;م.إ.  الزياتين;ابتدائي;35.26852;8.89805
12;القصرين;سبيطلة;م.إ.  سيدي عسكر;ابتدائي;35.13311;9.21080
12;القصرين;سبيطلة;م.إ.  سيدي عبدالله;ابتدائي;35.40416;8.99787
12;القصرين;سبيطلة;م.إ. النخيل;ابتدائي;35.25135;9.08708
12;القصرين;سبيطلة;م.إ. الجروالة الجنوبية;ابتدائي;35.29372;9.11068
12;القصرين;سبيطلة;م.إ. بوفروة;ابتدائي;35.27062;8.99686
12;القصرين;سبيبة;م.إ.  عقبة ابن نافع;ابتدائي;35.54423;9.07640
12;القصرين;سبيبة;م.إ.  نهج الفراتي;ابتدائي;35.54353;9.07532
12;القصرين;سبيبة;م.إ.  عين الخمايسية;ابتدائي;35.49042;9.11265
12;القصرين;سبيبة;م.إ.  سيدي ابراهيم الزهار;ابتدائي;35.52194;9.19429
12;القصرين;سبيبة;م.إ.  الثماد;ابتدائي;35.48190;9.10092
12;القصرين;سبيبة;م.إ.  الكنترة;ابتدائي;35.58021;9.14744
12;القصرين;سبيبة;م.إ.  الذراع;ابتدائي;35.50490;9.16897
12;القصرين;سبيبة;م.إ.  القنة;ابتدائي;35.44414;9.12092
12;القصرين;سبيبة;م.إ.  الجباس;ابتدائي;35.49169;9.29324
12;القصرين;سبيبة;م.إ. عين زيان 1;ابتدائي;35.40876;9.17403
12;القصرين;سبيبة;م.إ.  ولجة عقيل;ابتدائي;35.52578;9.01479
12;القصرين;سبيبة;م.إ.  بوروين;ابتدائي;35.51951;9.12967
12;القصرين;سبيبة;م.إ. الشابي حي الخضراء;ابتدائي;35.53229;9.08072
12;القصرين;سبيبة;م.إ.  فتح الغلايقية;ابتدائي;35.60097;9.13845
12;القصرين;سبيبة;م.إ.  الحسناوي;ابتدائي;35.46550;9.22545
12;القصرين;سبيبة;م.إ.  نور المعارف;ابتدائي;35.51018;9.09815
12;القصرين;سبيبة;م.إ.  سيدي نصر;ابتدائي;35.52546;9.06811
12;القصرين;سبيبة;م.إ.  المحافظية;ابتدائي;35.52349;9.07474
12;القصرين;سبيبة;م.إ.  بومفتاح;ابتدائي;35.47994;9.15002
12;القصرين;سبيبة;م.إ.  الخضاورية;ابتدائي;35.52697;9.26929
12;القصرين;سبيبة;م.إ.  البعـازة;ابتدائي;35.52559;9.05821
12;القصرين;سبيبة;م.إ. الجوابلية;ابتدائي;35.54037;9.19535
12;القصرين;سبيبة;م.إ.  عين زيان 2;ابتدائي;35.43223;9.18153
12;القصرين;سبيبة;م.إ.  ابن خلدون;ابتدائي;35.53501;9.09729
12;القصرين;سبيبة;م.إ.  وادي الكرم;ابتدائي;35.51944;9.15724
12;القصرين;سبيبة;م.إ.  اولاد سعـد;ابتدائي;35.53942;9.21375
12;القصرين;سبيبة;م.إ.  الفرش;ابتدائي;35.50788;9.22058
12;القصرين;سبيبة;م.إ. السبابلية;ابتدائي;35.57009;9.13070
12;القصرين;سبيبة;السوايسية ( عين زيان العليا);ابتدائي;35.3914848;9.1697617
12;القصرين;العيون;م.إ.  الامتياز;ابتدائي;35.47541;8.84873
12;القصرين;العيون;م.إ.  المحافظيـة;ابتدائي;35.44753;8.92602
12;القصرين;العيون;م.إ.  القرين;ابتدائي;35.38859;8.86027
12;القصرين;العيون;م.إ.  آبار تاغوت;ابتدائي;35.57751;8.81811
12;القصرين;العيون;م.إ.  الشوابيـة;ابتدائي;35.42124;8.86559
12;القصرين;العيون;م.إ.  الصخيرة البيضاء;ابتدائي;35.46386;8.89937
12;القصرين;العيون;م.إ.  النور ;ابتدائي;35.53892;8.88472
12;القصرين;العيون;م.إ.  وادي البرك;ابتدائي;35.46899;8.81921
12;القصرين;العيون;م.إ. جوى بن غذاهم;ابتدائي;35.52925;8.80894
12;القصرين;العيون;م.إ.  عين السلسلة;ابتدائي;35.59101;8.92191
12;القصرين;العيون;م.إ.  عين بوعرعـار;ابتدائي;35.50617;8.94431
12;القصرين;العيون;م.إ.  هنشير البقر;ابتدائي;35.42380;8.88965
12;القصرين;العيون;م.إ.  التوايتية ;ابتدائي;35.37947;8.82123
12;القصرين;العيون;م.إ. الصويدات;ابتدائي;35.44243;8.85055
12;القصرين;العيون;م.إ.  طاهر بن زعرة;ابتدائي;35.42230;8.83765
12;القصرين;العيون;م.إ.  البواجر;ابتدائي;35.59335;8.83342
12;القصرين;العيون;م.إ.  أفرينة;ابتدائي;35.50733;8.85123
12;القصرين;العيون;م.إ.  الزوارعية;ابتدائي;35.49707;8.96950
12;القصرين;العيون;م.إ.  دوار الحاج سعد;ابتدائي;35.44031;8.81419
12;القصرين;العيون;م.إ. الفحيص;ابتدائي;35.44031;8.81419
12;القصرين;جدليان;م.إ.  2 مارس 34;ابتدائي;35.59397;9.05499
12;القصرين;جدليان;م.إ.  عين الحمادنة;ابتدائي;35.66935;8.82998
12;القصرين;جدليان;م.إ.  عين الخريبة;ابتدائي;35.69380;8.91635
12;القصرين;جدليان;م.إ.  عين الجديدة;ابتدائي;35.62865;8.78552
12;القصرين;جدليان;م.إ.  عين أم جدور;ابتدائي;35.63796;8.93782
12;القصرين;جدليان;م.إ.  سيدي علي بهلول;ابتدائي;35.73749;8.84224
12;القصرين;جدليان;م.إ.  جدليان الغربية;ابتدائي;35.58954;9.05125
12;القصرين;جدليان;م.إ.  الزلافنة الحوالة;ابتدائي;35.52916;8.81357
12;القصرين;جدليان;م.إ.  البلد;ابتدائي;35.57045;8.87966
12;القصرين;جدليان;م.إ.  بئر سفيان;ابتدائي;35.59836;8.90891
12;القصرين;جدليان;م.إ.  هنشير الحمام;ابتدائي;35.70089;8.86966
12;القصرين;جدليان;م.إ.  الروايسية;ابتدائي;35.60113;9.02469
12;القصرين;جدليان;م.إ. البياض بوعرعار;ابتدائي;35.64342;8.90332
12;القصرين;تالة;م.إ.  الثقافة;ابتدائي;35.57170;8.67081
12;القصرين;تالة;م.إ.  نهج الهادي شاكر;ابتدائي;35.57302;8.66932
12;القصرين;تالة;م.إ.  جبل بولحناش;ابتدائي;35.71439;8.66402
12;القصرين;تالة;م.إ.  سيدي سهيل1;ابتدائي;35.62873;8.70698
12;القصرين;تالة;م.إ.  أولاد غيدة;ابتدائي;35.65069;8.60453
12;القصرين;تالة;م.إ. الشافعي;ابتدائي;35.57735;8.65136
12;القصرين;تالة;م.إ.  سيدي امحمد;ابتدائي;35.72971;8.74796
12;القصرين;تالة;م.إ.  شاكر الاحواز;ابتدائي;35.63893;8.64319
12;القصرين;تالة;م.إ.  هنشير الورغي;ابتدائي;35.46630;8.77226
12;القصرين;تالة;م.إ.  بئر شعبان;ابتدائي;35.44814;8.70458
12;القصرين;تالة;م.إ.  الشار 1;ابتدائي;35.56610;8.67778
12;القصرين;تالة;م.إ.  عيون الحمر;ابتدائي;35.70551;8.66844
12;القصرين;تالة;م.إ.  هنشير القمرية;ابتدائي;35.70551;8.66844
12;القصرين;تالة;م.إ.  المهيري;ابتدائي;35.58684;8.66981
12;القصرين;تالة;م.إ.   فلسطين;ابتدائي;35.57592;8.66892
12;القصرين;تالة;م.إ.  شارع بورقيبة;ابتدائي;35.57109;8.67130
12;القصرين;تالة;م.إ.  الحمام;ابتدائي;35.62254;8.59930
12;القصرين;تالة;م.إ.  السفايـة;ابتدائي;35.49097;8.70555
12;القصرين;تالة;م.إ.  زلفان  الغربية;ابتدائي;35.44196;8.77453
12;القصرين;تالة;م.إ.  هندي الدولة;ابتدائي;35.42256;8.74826
12;القصرين;تالة;م.إ. العرقوب1;ابتدائي;35.75002;8.72112
12;القصرين;تالة;م.إ.  عمرون;ابتدائي;35.69749;8.77602
12;القصرين;تالة;م.إ.  الزعفران;ابتدائي;35.65772;8.66871
12;القصرين;تالة;م.إ.  الشـار 2;ابتدائي;35.55289;8.67136
12;القصرين;تالة;م.إ.   الجوى2;ابتدائي;35.50456;8.77496
12;القصرين;تالة;م.إ.  العهد الجديد;ابتدائي;35.44542;8.40352
12;القصرين;تالة;م.إ.  سيدي سهيل 2;ابتدائي;35.64658;8.74814
12;القصرين;حيدرة;م.إ.  18 جانفي حيدرة 1;ابتدائي;35.56402;8.44804
12;القصرين;حيدرة;م.إ.  عين الدفلى;ابتدائي;35.61765;8.57443
12;القصرين;حيدرة;م.إ.  الأجرد;ابتدائي;35.55809;8.45670
12;القصرين;حيدرة;م.إ.  طباقة;ابتدائي;35.52594;8.47080
12;القصرين;حيدرة;م.إ.  المريرة;ابتدائي;35.64049;8.45316
12;القصرين;حيدرة;م.إ.  حيدرة 2;ابتدائي;35.56685;8.44493
12;القصرين;حيدرة;م.إ.  الهنـاشيــر;ابتدائي;35.45403;8.45418
12;القصرين;حيدرة;م.إ. ابو القاسم الشابي هنشير بوعنــز;ابتدائي;35.53337;8.48246
12;القصرين;فريانة;م.إ.  2 ماررس 34;ابتدائي;34.94743;8.57248
12;القصرين;فريانة;م.إ.  غرة جوان 55;ابتدائي;34.94820;8.57211
12;القصرين;فريانة;م.إ.  الأحواش;ابتدائي;34.94310;8.55551
12;القصرين;فريانة;م.إ.  تلابت;ابتدائي;34.97797;8.59479
12;القصرين;فريانة;م.إ. الصخيرات;ابتدائي;34.86645;8.37236
12;القصرين;فريانة;م.إ.  الامتياز;ابتدائي;34.94140;8.41739
12;القصرين;فريانة;م.إ.  قارة النعام;ابتدائي;35.03282;8.50679
12;القصرين;فريانة;م.إ. الرياض;ابتدائي;34.91301;8.47741
12;القصرين;فريانة;م.إ.  أم علي;ابتدائي;35.04057;8.37326
12;القصرين;فريانة;م.إ.  بوشبكة;ابتدائي;35.16833;8.42035
12;القصرين;فريانة;م.إ.  بوحية;ابتدائي;35.11837;8.51661
12;القصرين;فريانة;م.إ.  هنشير الطيب;ابتدائي;35.00758;8.35224
12;القصرين;فريانة;م.إ.  السراقية;ابتدائي;34.83801;8.31789
12;القصرين;فريانة;م.إ. حناشي;ابتدائي;34.00000;13.00000
12;القصرين;فريانة;م.إ.  سيدي تليل;ابتدائي;34.94758;8.56679
12;القصرين;فريانة;م.إ.  أولاد سالم;ابتدائي;34.91886;8.38982
12;القصرين;فريانة;م.إ.  حي الهادي العجلاني فريانة;ابتدائي;34.93689;8.57455
12;القصرين;فريانة;م.إ.  السنك;ابتدائي;35.08543;8.48601
12;القصرين;فريانة;م.إ.  درناية;ابتدائي;35.13225;8.46367
12;القصرين;فريانة;م.إ.  أولاد احمد;ابتدائي;34.99449;8.55086
12;القصرين;فريانة;م.إ.  اللطايفية ;ابتدائي;34.84035;8.32867
12;القصرين;فريانة;م.إ.  حي الازدهار1;ابتدائي;34.93993;8.54949
12;القصرين;فريانة;م.إ.  قوبل ;ابتدائي;35.00347;8.52423
12;القصرين;فريانة;م.إ.  عبد العظيم ;ابتدائي;35.22687;8.52448
12;القصرين;فريانة;م.إ. أولاد ابراهيم ;ابتدائي;34.85265;8.33797
12;القصرين;فريانة;م.إ.  هنشير السهيلي;ابتدائي;35.08726;8.45313
12;القصرين;فريانة;م.إ.  البلد;ابتدائي;34.93953;8.56016
12;القصرين;فريانة;م.إ.  أولاد خضرة;ابتدائي;35.12574;8.54817
12;القصرين;فريانة;م.إ. المغرب العربي- تلابت2;ابتدائي;34.97534;8.59439
12;القصرين;فريانة;م.إ.  العهد الجديد;ابتدائي;34.93625;8.54431
12;القصرين;فريانة;م.إ. الدرابلية;ابتدائي;34.98984;8.48635
12;القصرين;فريانة;م.إ. المساعدية;ابتدائي;34.94937;8.37313
12;القصرين;فريانة;م.إ. شابرش;ابتدائي;34.57246;8.28522
12;القصرين;#N/A;م.إ.  فريانة ;ابتدائي;34.945799;8.5617451
12;القصرين;فوسانة;م.إ.  2 مارس 34 فوسانة;ابتدائي;35.35018;8.62592
12;القصرين;فوسانة;م.إ.  المراونة;ابتدائي;35.30006;8.73307
12;القصرين;فوسانة;م.إ.  هنشير خليل;ابتدائي;35.28709;8.62603
12;القصرين;فوسانة;م.إ.  هنشير صحراوي;ابتدائي;35.42252;8.39577
12;القصرين;فوسانة;م.إ.  زاوية المولدي;ابتدائي;35.31116;8.53697
12;القصرين;فوسانة;م.إ.  أولاد منصور;ابتدائي;35.25279;8.67016
12;القصرين;فوسانة;م.إ.  الساطور;ابتدائي;35.36521;8.66959
12;القصرين;فوسانة;م.إ.  أم الاحواض;ابتدائي;35.35866;8.53040
12;القصرين;فوسانة;م.إ.  البنانة;ابتدائي;35.35247;8.74677
12;القصرين;فوسانة;م.إ.  العذيــرة;ابتدائي;35.34480;8.49759
12;القصرين;فوسانة;م.إ.  بودرياس;ابتدائي;35.24283;8.47927
12;القصرين;فوسانة;م.إ.  عين الجنان;ابتدائي;35.31247;8.34695
12;القصرين;فوسانة;م.إ.  أولاد غانم;ابتدائي;35.40201;8.59108
12;القصرين;فوسانة;م.إ. خمودة الجنوبية;ابتدائي;35.33695;8.71552
12;القصرين;فوسانة;م.إ.  منزل نور;ابتدائي;35.39921;8.35251
12;القصرين;فوسانة;م.إ.  أولاد بنجاح;ابتدائي;35.35381;8.74638
12;القصرين;فوسانة;م.إ.  أولاد نصر الله;ابتدائي;35.13405;8.37260
12;القصرين;فوسانة;م.إ.  هنشير الصيودة;ابتدائي;35.33596;8.61653
12;القصرين;فوسانة;م.إ.  ذراع الجديد;ابتدائي;35.40293;8.40004
12;القصرين;فوسانة;م.إ.  هنشير  سعد;ابتدائي;35.26320;8.61906
12;القصرين;فوسانة;م.إ.  أولاد زيد;ابتدائي;35.34953;8.64507
12;القصرين;فوسانة;م.إ.  السواني;ابتدائي;35.31921;8.67613
12;القصرين;فوسانة;م.إ.  خمودة الشمالية;ابتدائي;35.35316;8.72006
12;القصرين;فوسانة;م.إ.  أم فدغة;ابتدائي;35.40226;8.56392
12;القصرين;فوسانة;م.إ.  وادي الرشح;ابتدائي;35.38850;8.72396
12;القصرين;فوسانة;م.إ.  الفتح ;ابتدائي;35.35500;8.62985
12;القصرين;فوسانة;م.إ.  الجباس;ابتدائي;35.26346;8.70686
12;القصرين;فوسانة;م.إ.  الهريش;ابتدائي;35.30475;8.69759
12;القصرين;فوسانة;م.إ.  بيرانو;ابتدائي;35.38964;8.72155
12;القصرين;فوسانة;م.إ.  السلطنية;ابتدائي;35.24601;8.47320
12;القصرين;فوسانة;م.إ.  أولاد بركة;ابتدائي;35.37239;8.60838
12;القصرين;فوسانة;م.إ.  أولاد عبيد;ابتدائي;35.27984;8.65803
12;القصرين;فوسانة;م.إ.  العطف;ابتدائي;35.39573;8.42375
12;القصرين;#N/A;م.إ.  حي الانطلاقة;ابتدائي;35.3470363;8.62055
12;القصرين;ماجل بن عباس;م.إ. أبو القاسم الشابي;ابتدائي;34.75041;8.52260
12;القصرين;ماجل بن عباس;م.إ.  الناظور;ابتدائي;34.76281;8.71059
12;القصرين;ماجل بن عباس;م.إ.  بروكة;ابتدائي;34.58525;8.60561
12;القصرين;ماجل بن عباس;م.إ.  أولاد مرزوق;ابتدائي;34.89938;8.35167
12;القصرين;ماجل بن عباس;م.إ. ماجل العكروت;ابتدائي;34.71229;8.65672
12;القصرين;ماجل بن عباس;م.إ.  أم الأقصاب;ابتدائي;34.69568;8.43330
12;القصرين;ماجل بن عباس;م.إ.  الجدرة;ابتدائي;34.81506;8.71725
12;القصرين;ماجل بن عباس;م.إ.  هنشير أم الخير;ابتدائي;34.80204;8.75967
12;القصرين;ماجل بن عباس;م.إ.  صولة;ابتدائي;34.83233;8.42656
12;القصرين;ماجل بن عباس;م.إ.  الفكة;ابتدائي;34.73377;8.37428
12;القصرين;ماجل بن عباس;م.إ.  الناصرية;ابتدائي;34.76563;8.61985
12;القصرين;ماجل بن عباس;م.إ. العيايشة;ابتدائي;34.73759;8.77624
12;القصرين;ماجل بن عباس;م.إ.  النجاح;ابتدائي;34.84285;8.36144
12;القصرين;ماجل بن عباس;م.إ.  الأمل;ابتدائي;34.79084;8.55245
12;القصرين;ماجل بن عباس;م.إ. ذراع الحمام;ابتدائي;34.79558;8.47769
12;القصرين;ماجل بن عباس;م.إ.  الهدايــة;ابتدائي;34.81392;8.55616
12;القصرين;ماجل بن عباس;م.إ.  المسيلة;ابتدائي;34.79575;8.60033
12;القصرين;ماجل بن عباس;م.إ.  أولاد مبارك;ابتدائي;34.80361;8.37728
12;القصرين;ماجل بن عباس;م.إ.  العباسية;ابتدائي;34.76694;8.48159
12;القصرين;ماجل بن عباس;م.إ.  سيدي رابح;ابتدائي;34.71753;8.57664
12;القصرين;ماجل بن عباس;م.إ.  الشوايبية;ابتدائي;34.84655;8.29280
12;القصرين;ماجل بن عباس;م.إ.  السماعلية;ابتدائي;34.74441;8.65468
12;القصرين;ماجل بن عباس;م.إ.  السواني;ابتدائي;34.70825;8.39399
12;القصرين;ماجل بن عباس;م.إ. وادي القصب;ابتدائي;34.44516;8.28930
12;القصرين;ماجل بن عباس;م.إ.الفكة البعلية;ابتدائي;34.7440748;8.3643665
12;القصرين;#N/A;م.إ. الحي الصناعي;ابتدائي;34.744250;8.5274620
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  شارع الجمهوررية;ابتدائي;35.03900;9.48637
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  شارع الطيب المهيري;ابتدائي;35.0404154;9.4855046
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  شارع فرحات حشاد;ابتدائي;35.03622;9.48264
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  حي الزهور;ابتدائي;35.04219;9.47371
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  قدورة النصيري;ابتدائي;35.03458;9.45711
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  أم العظام الأمة;ابتدائي;35.09665;9.39333
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  بئر بوزيد;ابتدائي;35.02846;9.40743
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  أم العظام التعاضدية;ابتدائي;35.15041;9.38865
13;سيدي بوزيد;الهيشرية;م.إ.  هنشير الصنب;ابتدائي;34.87332;9.41770
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ. عويثة الغزال;ابتدائي;35.07129;9.39289
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  سيدي سالم;ابتدائي;35.04431;9.44811
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ. الصندوق;ابتدائي;35.10075;9.45927
13;سيدي بوزيد;الهيشرية;م.إ.  أولاد جلال;ابتدائي;34.89008;9.45405
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ. الزعافرية;ابتدائي;35.03621;9.32259
13;سيدي بوزيد;الهيشرية;م.إ.  بئر الدولة;ابتدائي;34.87308;9.36091
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  بئر الباي;ابتدائي;35.08431;9.34701
13;سيدي بوزيد;الهيشرية;م.إ.  بئر بدرة;ابتدائي;34.83152;9.42422
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  2 مارس34 الطويلة;ابتدائي;35.0189119;9.3747386
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  الصداقية ;ابتدائي;35.09893;9.42159
13;سيدي بوزيد;الهيشرية;م.إ.  الفتح ;ابتدائي;34.85781;9.39369
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  أبو القاسم الشابي;ابتدائي;35.03538;9.48881
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  حي الهدى;ابتدائي;35.02757;9.48062
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  حي الخضراء;ابتدائي;35.0421006;9.49495
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  علي بن الصادق;ابتدائي;35.03475;9.46693
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  الرقي;ابتدائي;35.019098;9.4123208
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  القطائفية;ابتدائي;35.11160;9.36213
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.ابن خلدون;ابتدائي;35.03811;9.49980
13;سيدي بوزيد;الهيشرية;م.إ.  الداغر;ابتدائي;34.91320;9.44035
13;سيدي بوزيد;الهيشرية;م.إ. أولاد بوعزيز ;ابتدائي;34.89613;9.40559
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ.  حي المستقبل;ابتدائي;35.03084;9.47488
13;سيدي بوزيد;الهيشرية;م.إ.  سيدي السايح;ابتدائي;34.8754952;9.4348501
13;سيدي بوزيد;الهيشرية;م.إ.  التوانسية;ابتدائي;34.88482;9.34633
13;سيدي بوزيد;الهيشرية;م.إ.ابن زيدون الدرادرية;ابتدائي;34.84408;9.41302
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إ. أبوبكر القمودي;ابتدائي;35.06467;9.45872
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  فائض;ابتدائي;35.0551604;9.652991
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. أولاد بيــة;ابتدائي;35.0977742;9.5344206
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الزيتون;ابتدائي;35.0087966;9.5699244
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. الحوامد;ابتدائي;35.11359;9.60109
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  قطرانة;ابتدائي;35.14851;9.64280
13;سيدي بوزيد;الهيشرية;م.إ.  الهيشرية;ابتدائي;34.9380906;9.5152255
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الحنية بازيد;ابتدائي;35.03285;9.72315
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  بئر بدر;ابتدائي;35.21818;9.60538
13;سيدي بوزيد;الهيشرية;م.إ.  العوافي;ابتدائي;34.92293;9.47479
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. قرع بنور;ابتدائي;35.1729107;9.5767612
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  عقبة ابن نافع;ابتدائي;35.24158;9.63036
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الحميمة;ابتدائي;35.18033;9.50724
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. أولاد يوسف;ابتدائي;34.98222;9.69712
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. الذراع;ابتدائي;34.04699;9.56511
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  عين رباو;ابتدائي;35.00253;9.64232
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الجمال عين تيحالة;ابتدائي;35.08874;9.70409
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. المكارم;ابتدائي;35.22929;9.56055
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  أولاد بدر;ابتدائي;35.19365;9.64550
13;سيدي بوزيد;الهيشرية;م.إ.  الحسينات;ابتدائي;34.92881;9.49980
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  قطرانة الشمالية;ابتدائي;35.16690;9.65963
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  2 مارس 34 العقلة;ابتدائي;35.08797;9.61613
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  أولاد فرحان;ابتدائي;35.25523;9.59094
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. قارة حديد;ابتدائي;34.98203;9.57273
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الحي الفلاحي;ابتدائي;35.01197;9.48612
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الضيعة;ابتدائي;35.01883;9.50868
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الرمايدية;ابتدائي;35.10962;9.63996
13;سيدي بوزيد;الهيشرية;م.إ.  أولاد عمر الشرقية;ابتدائي;34.95081;9.53595
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  عين بوزر;ابتدائي;35.02035;9.68995
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  أولاد بوضياف;ابتدائي;35.00399;9.73135
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  الحنية الجديدة;ابتدائي;35.02029;9.74669
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  النصر;ابتدائي;35.02445;9.53958
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ.  المورد;ابتدائي;35.20206;9.53086
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ. دوار بوشيبة;ابتدائي;35.01546;9.59074
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إ  الفراحطية الفايض;ابتدائي;35.05141;9.69038
