ع/ر  المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;العنوان
14;قفصة;قفصة الجنوبية;المعهد الخاص نخبة العلم;ثانوي;شارع فلسطين حي النور قفصة
14;قفصة;المتلوي;المعهد الخاص النصر;ثانوي;حي الثالجة-1- المتلوي 
14;قفصة;المظيلة;المعهد الخاص الأفق;ثانوي;الحي الشرقي المظيلة
15;توزر;توزر;المعهد الخاص الحرية توزر;ثانوي; التبابسة الهوادف توزر
15;توزر;نفطة; المعهد الخاص الحرية نفطة;ثانوي; طريق الصحراء بلاص نفطة 
15;توزر;دقاش; المعهد الخاص الفوز دقاش;ثانوي;شارع 11 جانفي 2011 بدقاش
15;توزر;توزر; المعهد الخاص الشقراطسي توزر;ثانوي; 16 طريق دقاش توزر
15;توزر;توزر;المدرسة الاعدادية النموذجية توزر;ثانوي;حلبة خلف الهرم طريق الحامة توزر
15;توزر;توزر;"المدرسة الإعدادية ""TAKE-OFF"" توزر";ثانوي; حي الشابي 1 توزر
15;توزر;توزر;"المعهد الخاص ""ابن سينا "" توزر";ثانوي;الشابية توزر
15;توزر;توزر;"المعهدالخاص ""أبو القاسم الشابي ""توزر";ثانوي; طلريق المحطة الهبايلة توزر
16;قبلي;قبلي الشمالية;المعهد الخاص ابن خلدون قبلي;ثانوي;شارع الحبيب بورقيبة  بقبلي
16;قبلي;قبلي الشمالية;المعهد الخاص المستقبل قبلي;ثانوي;
16;قبلي;دوز الشمالية;المعهد الخاص الحرية دوز;ثانوي;صندوق برد 97 دوز
16;قبلي;سوق الأحد;المعهد الخاص ابن عرفة سوق الأحد;ثانوي;طريق توزر - سوق الاحد      ص ب 53
16;قبلي;دوز الشمالية;المعهد الخاص الإمتياز دوز;ثانوي;شارع الحبيب بورقيبة -دوز
16;قبلي;قبلي الشمالية;المدرسة الإعدادية الخاصة الفوز;ثانوي;طريق توزر قبلي
16;قبلي;قبلي الشمالية;معهد الأمل الخاص بقبلي;ثانوي;طريق قابس
16;قبلي;دوز الشمالية;الأكرم;ثانوي;حي اولاد يحي
17;تطاوين;البئر الأحمر;المعهد الخاص ابن عرفة البئر الأحمر;ثانوي;شارع 18 جانفي 52- بالبئر الأحمر 
17;تطاوين;تطاوين الشمالية;المعهد الخاص الحرية تطاوين;ثانوي;نهج الحرية
17;تطاوين;غمراسن;المعهد الخاص الحرية غمراسن;ثانوي;162شارع البيئة
17;تطاوين;تطاوين الجنوبية;المعهد الخاص الفوز تطاوين;ثانوي;نهج الجيلاني المرزوقي تطاوين
17;تطاوين;تطاوين الجنوبية;المعهد الخاص النصر تطاوين;ثانوي;نهج 02 مارس 1934
18;مدنين;مدنين الشمالية;المعهد الخاص الحرية مدنين;ثانوي;نهج المكنين مدنين
18;مدنين;مدنين الشمالية;المعهد الخاص الامل مدنين;ثانوي;طريق قابس بجانب كلم1.5 مدنين
18;مدنين;مدنين الشمالية;المعهد الخاص المعرفة مدنين;ثانوي;نهج الغزال مدنين 
18;مدنين;جرجيس;المعهد الخاص 2ماي66 جرجيس;ثانوي;ساحة الشباب جرجيس
18;مدنين;حومة السوق;المعهد الخاص التوفيق حومة السوق;ثانوي;شارع الحبيب بورقيبة عدد 73 حومة السوق جربة ص ب 233
18;مدنين;حومة السوق;المعهد الخاص حنبعل ح السوق;ثانوي;8 نهج الفل حومة السوق جربة
18;مدنين;بن قردان;المعهد الخاص ابن سينا بنقردان;ثانوي;نهج المنجي سليم بنقردان 
18;مدنين;بن قردان;المعهد الخاص ابن خلدون بنقردان;ثانوي;طريق الورسنية كلم 0.5 بنقردان
18;مدنين;مدنين الجنوبية;المعهد الخاص الامتياز مدنين;ثانوي;نهج ابن سينا قرب المستشفي الجهوي
18;مدنين;ميدون;المعهد الخاص النجاح ميدون;ثانوي;ميدون
18;مدنين;مدنين الشمالية;الإعدادية الخاصة الشيخ الصالح سكول;ثانوي;حي الزيتوني طريق بني خداش مدنين 
18;مدنين;حومة السوق;الإعدادية الخاصة فرحات حشاد;ثانوي;شارع الحبيب ثامر جربة حومة السوق
18;مدنين;مدنين الشمالية;الإعدادية الخاصة بن محمود;ثانوي;حي النصر مدنين الشمالية
18;مدنين;حومة السوق;الإعدادية الخاصة الإندماج;ثانوي;حومة الزاوية
18;مدنين;حومة السوق;المعهد الخاص الأجيال الجديدة بمدنين;ثانوي;بوسمايل كم5 طريق اجيم حومة السوق
18;مدنين;حومة السوق;المعهد خاصة فيكتور ايكو جربة Vector Eguo;ثانوي;ROUTE DE L AEROPORT KM2 BENI BENDOU HOUMT SOUK DJERBA
19;قابس;قابس الجنوبية;المعهد الخاص الصمود قابس;ثانوي;نهج ابن فرحان حي المنارة قابس
19;قابس;مارث;المعهد الخاص الامل مارث;ثانوي;نهج سيدي عبد الجواد مارث
19;قابس;الحامة;المعهد الخاص النجاح الحامة ;ثانوي;نهج أبي نضال حي محمد علي الحامة
19;قابس;قابس المدينة;المعهد الخاص ابن سينا قابس;ثانوي;نهج محمد الدغباجي باب بحر قابس
19;قابس;قابس الجنوبية;المعهد الخاص القادسية قابس;ثانوي;شارع أبي القاسم الشابي قابس
19;قابس;قابس المدينة;المعهد الخاص المستقبل قابس;ثانوي;نهج علي بن غذاهم عين سلام قابس
19;قابس;قابس المدينة;المعهد الخاص قرطاج قابس;ثانوي;25 شارع المنجي بالي باب بحر قابس 
19;قابس;قابس المدينة;المعهد الخاص اروباس قابس;ثانوي;
19;قابس;الحامة;المعهد الخاص النور الحامة;ثانوي;معهد النور الخاص عمارة الميداني الحامة 6020 قابس
19;قابس;الحامة;المعهد الخاص ابن خلدون الحامة;ثانوي;شارع الحبيب بورقيبة عدد01 الحامة قابس
19;قابس;قابس الجنوبية;المعهد الخاص الكندي بقابس;ثانوي;شارع الأندلس 6021 غنوش قابس
19;قابس;الحامة;المدرسة الاعدادية الخاصة الافق الحامة;ثانوي;شارع القصر القديم الحامة_قابس
19;قابس;قابس الجنوبية;المعهد الخاص مؤسسة الإمتياز للتعليم الخاص;ثانوي;الحي الجامعي 
20;صفاقس 1;صفاقس المدينة;المعهد الخاص الامتياز صفاقس;ثانوي;نهج المنجي بالي صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص الأسرة;ثانوي;طريق قرمدة كلم 1 صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص الأمل;ثانوي;نهج عنابة صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص الفتح;ثانوي;نهج أحمد الصقلي صفاقس الجديدة صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص المعرفة;ثانوي;1 نهج داغ همرشولد  صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص النجاح;ثانوي;طريق تونس كلم 1 صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص الفارابي;ثانوي;شارع مجيدة بوليلة 
20;صفاقس 1;صفاقس المدينة;المعهد الخاص العش;ثانوي;03 نهج عزيزة عثمانة
20;صفاقس 1;صفاقس المدينة;المعهد الخاص المنار;ثانوي;44شارع الجزائر  صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص إبن سينا;ثانوي;نهج الطاهر كمون الحي الخيري ص.ب عدد92 بريد الحي الخيري صفاقس 
20;صفاقس 1;صفاقس المدينة;المعهد الخاص ابن رشيق;ثانوي;شارع 14 جانفي صفاقس الجديدة
20;صفاقس 1;عقارب;المعهد 20الخاص مارس1956 عقارب;ثانوي;شارع علي البلهوان عقارب صفاقس
20;صفاقس 1;صفاقس المدينة;المعهد الخاص عمر الخيام;ثانوي;20 نهج دقة 
20;صفاقس 1;صفاقس المدينة;المعهد الخاص التوفيق;ثانوي;شارع فرحات حشاد عمارة حريز
20;صفاقس 1;بئر علي بن خليفة;المعهد الخاص علي بن خليفة ببئر علي3040;ثانوي;شارع البيئة بئر علي بن خليفة
20;صفاقس 1;صفاقس الغربية;المعهد الخاص أبو القاسم الشابي;ثانوي;طريق منزل شاكر كم 1.5 نهج أبو بكر الصديق صفاقس
20;صفاقس 1;الصخيرة;المعهد الخاص المستقبل بالصخيرة;ثانوي;قرب التجهيز قبالة دار القران الصخيرة
20;صفاقس 1;الصخيرة;المعهد الخاص الحرية بالصخيرة;ثانوي;شارع جمال عبد الناصر الصخيرة 3050
20;صفاقس 1;صفاقس المدينة;المدرسة الإعدادية الخاصة نور المعارف;ثانوي;10 نهج جالطة البستان 3000 صفاقس - نهج الكرامة البستان
20;صفاقس 1;صفاقس المدينة;المعهد الخاص ابن الشباط;ثانوي;طريق منزل شاكر كم 0.5 أمام المعهد النموذجي 
20;صفاقس 1;صفاقس الغربية;المعهد الخاص الاندلس;ثانوي;طريق المطار كلم 4
20;صفاقس 1;الغريبة;المعهد الخاص المنارة بالغريبة;ثانوي;المنار - الغريبة 
20;صفاقس 1;صفاقس الغربية;المعهد الخاص أكاديمية الرائد;ثانوي;طريق المحارزة كلم 3 حي الصحة
20;صفاقس 1;بئر علي بن خليفة;المعهد الثانوي الخاص الرشيد;ثانوي;شارع الطيب المهيري بئر علي بن خليفة صفاقس
20;صفاقس 1;عقارب;"المعهد الخاص "" التفوق"" بعقارب";ثانوي;حي بن ابراهيم  كلم 0.5 عقارب  صفاقس 
21;صفاقس 2;قرقنة;معهد الرشد الخاص;ثانوي;
21;صفاقس 2;جبنيانة;معهد إبن خلدون بجبنيانة;ثانوي;نهج مفيدة بورقيبة الحي الجديد الغربي 
21;صفاقس 2;جبنيانة;معهد الرسالة بجبنيانة;ثانوي;شارع مفيدة بورقيبة بجبنيانة
21;صفاقس 2;الحنشة;المعهد الخاص الإرتقاء بالحنشة;ثانوي;شارع خير الدين باشا
21;صفاقس 2;صفاقس الجنوبية;المدرسة الإعدادية الخاصة القبة;ثانوي;طريق الأفران كم 4.5 نهج الورود
22;المهدية;المهدية;المعهد الخاص الحرية المهدية;ثانوي;شارع علي بلهوان الزهراء المهدية
22;المهدية;قصور الساف;المعهد الخاص النجاح قصور الساف;ثانوي;
22;المهدية;الجم;الإعدادية الخاصة تيسدروس;ثانوي;شارع علي البلهوان طريق المهدية الجم
22;المهدية;شربان;المعهد الخاص الشابي شربان;ثانوي;شارع البيئةشربان
22;المهدية;السواسي;المعهد الخاص ابن شرف السواسي;ثانوي;شارع الشهيد رمزي الزرلي
22;المهدية;السواسي;المعهد الخاص غرس الله السواسي;ثانوي;شارع المغرب العربي 
22;المهدية;بومرداس;المعهد الخاص التحدي بومرداس;ثانوي;نهج بنزرت بومرداس
22;المهدية;المهدية;المعهد الخاص ابن رشيق المهدية;ثانوي;عمارة Z3شارع 2مارس 1934 المهدية
22;المهدية;المهدية;الإعدادية الخاصة النخبة;ثانوي;شارع تونس - المهدية
22;المهدية;المهدية;لإعدادية الخاصة سارة سكول أكاديمية المهدية;ثانوي;شازع الحبيب بورقيبة هيبون
22;المهدية;السواسي;الإعدادية الخاصة عزيز سكول السواسي;ثانوي;المنطقة الصناعية السواسي
22;المهدية;الجم;الإعدادية الخاصة النسرين للامتياز;ثانوي;الجم نهج فرحات حشاد
22;المهدية;قصور الساف;"المعهد الخاص ""Jean de la Fontaine""";ثانوي;
23;القيروان;القيروان الجنوبية;المعهد الخاص الحرية القيروان;ثانوي;نهج تلمسان القيروان
23;القيروان;القيروان الشمالية;المعهد الخاص النجار القيروان;ثانوي;نهج بن قوتة القيروان
23;القيروان;سيدي عمر بوحجلة;المعهد الخاص الحرية بوحجلة;ثانوي;نهج فرحات حشاد بوحجلة
23;القيروان;حاجب العيون;المعهد الخاص الحرية حاجب العيون;ثانوي;شارع المرسى حاجب العيون
23;القيروان;حفوز;المعهد الخاص الحرية حفوز;ثانوي;نهج علي البلهوان حفوز
23;القيروان;السبيخة;المعهد الخاص الحرية السبيخة;ثانوي;حي الرضة السبيخة
23;القيروان;القيروان الجنوبية;المعهد الخاص النجاح القيروان;ثانوي;شارع يحي ابن عمر - المنصورة - القيروان الجنوبية 
23;القيروان;القيروان الشمالية;المعهد الخاص ابن خلدون القيروان;ثانوي;تقسيم الربعي خلف الولاية حي إشبيلية  القيروان
23;القيروان;القيروان الشمالية;المعهد الخاص التأهيل القيروان;ثانوي;نهج خميس العلويني 
23;القيروان;حفوز;المعهد الخاص ابـن خـلـدون حــفــوز;ثانوي;نهج الملك فيصل 
23;القيروان;حفوز;المعهد الخاص التضامن حفوز;ثانوي;المعهد الخاص التضامن بحفوز
23;القيروان;الوسلاتية;المعهد الخاص الحكمـة الوسلاتيـة;ثانوي;طريق القيروان الوسلاتية
23;القيروان;القيروان الشمالية;المعهد الخاص المستقبل;ثانوي;نهج خميس العلويني القيروان
23;القيروان;القيروان الشمالية;الإعدادية الخاصة ابن سينا;ثانوي;شارع الأمم المتحدة طريق تونس
23;القيروان;القيروان الشمالية;المعهد الخاص النخبة;ثانوي;حي ابن الجزار القيروان
23;القيروان;القيروان الشمالية;المعهد الخاص قرطاج;ثانوي;شارع أنيس الجلاصي خلف فسقية الاغالبة القيروان
23;القيروان;القيروان الشمالية;معهد ميرال للتعليم الخاص;ثانوي;طريق الوسلاتية الصحابي 1 الفيروان
23;القيروان;القيروان الجنوبية;المعهد الخاص ابن رشد;ثانوي;حي المعز- قرب جامع البامري- المنصورة - القيروان
23;القيروان;القيروان الجنوبية;المعهد الخاص بيتاغور;ثانوي;نهج الزيتون - طريق صبرة - المنصورة - القيروان
23;القيروان;السبيخة;المعهد الخاص ميرا سكول السبيخة;ثانوي;قرب مفترق السبيخة gp3 
23;القيروان;القيروان الشمالية;المعهد الخاص EMI;ثانوي;حي المنار القيروان
23;القيروان;سيدي عمر بوحجلة;المدرسة الاعدادية نور بوحجلة;ثانوي;تقسيم اولاد سويدان بوحجلة
24;المنستير;المنستير;المعهد الخاص المازرية المنستير;ثانوي;نهج المغرب المنستبر
24;المنستير;قصر هلال;المعهد الخاص الفتح قصرهلال;ثانوي;28 نهج الطاهر صفر
24;المنستير;جمال;المعهد الخاص ابن خلدون جمال;ثانوي;نهج الشهداء عدد264
24;المنستير;المنستير;معهد الرقي الخاص بالمنستير;ثانوي;حي السلام المنستير
24;المنستير;جمال;المعهد الخاص العهد الجديد جمال;ثانوي;30 شارع الجمهورية جمال
24;المنستير;المنستير;المعهد الخاص الأفاق;ثانوي;مفترق الكرة الارضية شارع 14 جانفي المنستير
24;المنستير;المكنين;المعهد الخاص الآفاق بالمكنين;ثانوي;شارع الشهداء المكنين
24;المنستير;المنستير;المدرسة الخاصة فرشيو سكول بالمنستير;ثانوي;شارع فرحات حشاد - المنستير 5000
24;المنستير;المنستير;المدرسة الخاصة أرشيماد الصغير;ثانوي;نهج منداس فرنس سقانص
24;المنستير;المنستير;المعهد الخاص الدولي بالمنستير;ثانوي;شارع فطومة بورقيبة المنستير
24;المنستير;المنستير;المدرسة الخاصة بيت الحكمة;ثانوي;نهج ابن سينا المنستير. قرب كلّـيّة الطبّ
24;المنستير;قصر هلال;المعهد الخاص الفيصل;ثانوي;شارع الحاج علي صوة قصر هلال
24;المنستير;قصر هلال;المدرسة الإعدادية الخاصة فولتار;ثانوي;المنطقة الصناعية قصر هلال
24;المنستير;قصر هلال;المدرسة الإعدادية الخاصة ابن سينا;ثانوي;نهج 2 مارس 1934 قصرهلال
24;المنستير;الساحلين;المدرسة الإعدادية الخاصة الأمد;ثانوي;شارع الحبيب بورقيبة طريق سوسة الساحلين
24;المنستير;المنستير;المعهد الخاص المناهل بالمنستير;ثانوي;قبالة مستشفى الولادة حي العمران 5000 المنستير
24;المنستير;الساحلين;المدرسة الإعدادية الخاصة الفارابي;ثانوي;شارع الهادي شاكر الساحلين
24;المنستير;المنستير;المدرسة الإعدادية الخاصة برج العلم;ثانوي;شارع محمد صالح الصيادي المنستير
24;المنستير;المنستير;المدرسة الإعدادية الخاصة الرضا;ثانوي;شارع منصور السخيري حي العمران المنستير
24;المنستير;طبلبة;المدرسة الإعدادية الخاصة سندباد للتعليم;ثانوي;حي الرياض طبلبة المنستير
24;المنستير;الساحلين;المدرسة الإعدادية الخاصة رويال سكول;ثانوي;طريق مسجد عيسى المنستير
24;المنستير;البقالط;المدرسة الاعدادية الخاصة نور الامتياز;ثانوي;شارع جوهر الصقلي
25;سوسة;سوسة المدينة;المعهدالخاص التوفيق بســـو ســــــــة;ثانوي;1 نهج قسنطينة  سوسة
25;سوسة;سوسة المدينة;المعهد الخاص المنهل بســـو ســــــــة;ثانوي;5نهج صلاح الدين الأيوبي 
25;سوسة;سوسة المدينة;المعهد الخاص الأمل بســـو ســــــــة;ثانوي;26  شارع 18 جانفي سوسة
25;سوسة;حمام سوسة;المعهد الخاص النجاح بحمام سوسة;ثانوي;01 نهج ليبيا حمام سوسة
25;سوسة;سوسة الجوهرة;المعهد الخاص فيالة;ثانوي;شارع الطاهر صفر  سوسة جوهرة 
25;سوسة;القلعة الكبيرة;المعهد الخاص ابن خلدون بالقلعة الكبرى;ثانوي;نهج المنار القلعة الكبرى 
25;سوسة;النفيضة;العهد الخاص الارتقاء بالنفيضة;ثانوي;شارع الهادي شاكر النفيضة
25;سوسة;مساكن;المعهد الخاص جوهرة بمساكن;ثانوي;نهج بير مكية مساكن
25;سوسة;سوسة الجوهرة;المعهد الخاص نجوم 14جانفي 2011;ثانوي;نهج محمد العروي حي الجوهرة سوسة
25;سوسة;سوسة الجوهرة;الإعدادية الخاصة النخبة ;ثانوي;شارع محمد العروي حي جوهرة سوسة 
25;سوسة;سوسة الجوهرة;الإعدادية الخاصة العلامة سهلول4;ثانوي;شارع الصادق المقدم سهلول 3 سوسة
25;سوسة;حمام سوسة;المدرسة الإعدادية الخاصة المنشية;ثانوي;sousse
25;سوسة;سوسة الجوهرة;المعهد الخاص أكاديمية النور;ثانوي;نهج حسونة العياشي بوخزر سوسة
25;سوسة;سوسة الجوهرة;المدرسة الإعدادية الخاصة الأمد;ثانوي;شارع الامام البخاري سوسة خزامة الغربية 
25;سوسة;مساكن;المعهد الخاص المعرفة مساكن;ثانوي;نهج بنغازي مساكن
25;سوسة;سوسة الجوهرة;المدرسة الإعدادية الخاصة أبو القاسم الشابي;ثانوي;نهج صفي الدين الحلي – خزامة الغربية، سوسة
25;سوسة;سوسة الجوهرة;المعهد الخاص النخبة 2;ثانوي;نهج قبرص سهلول 1 4054 سوسة
25;سوسة;مساكن;المدرسة الإعدادية الخاصة النجباء;ثانوي;الحي الجديد  عمارة القاضي وراء مقهى النخبة مساكن
25;سوسة;سوسة الجوهرة;إعدادية الخاصة النخبة و المهارات;ثانوي;نهج الدكتور اسكندراني، حي الزهراء سوسة
25;سوسة;سوسة الجوهرة;المدرسة الإعدادية الخاصة المتفوقون;ثانوي;نهج ضفرالله خان الجوهرة سوسة
25;سوسة;سوسة الجوهرة;المدرسة الإعدادية الخاصة الأمير الصغير;ثانوي;نهج المنجي قريرة سهلول 3 سوسة
25;سوسة;سوسة الجوهرة;إعدادية و معهد ليدرز سكول;ثانوي;تقسيم ايمان خزامة الغربية سوسة
25;سوسة;سوسة الجوهرة;المعهد الثانوي الخاص  الأنوار;ثانوي;مقسم عدد 187 الوكالة العقارية للسكنى سهلول 4 
25;سوسة;سوسة الجوهرة;المعهد الخاص الحبيب بورقيبة;ثانوي;شارع جوهرة الساحل خزامة الغربية سوسة 
25;سوسة;مساكن; الإعدادية الخاصة اكاديميية الجيل الجديد;ثانوي;نهج الحبيب الشطي طريق القيروان مساكن
25;سوسة;سوسة الجوهرة;المعهد الثانوي الخاص الأمد;ثانوي;نهج محمد التومي سهلول سوسة 
25;سوسة;سوسة الجوهرة;الإعدادية الخاصة ابن سينا سهلول 1;ثانوي;نهج الصادق المقدم سهلول 1 سوسة
25;سوسة;سوسة الجوهرة;الإعدادية الخاصة ماري كوري;ثانوي;20 ديسمبر 2019
25;سوسة;سوسة الجوهرة;المدرسة الإعدادية الخاصةديكارت;ثانوي;الحي الأولمبي بوحسينة سوسة
25;سوسة;مساكن;المدرسة الإعدادية الخاصة أكاديمية الأنس;ثانوي;نهج بن غازي مساكن 
25;سوسة;سوسة الجوهرة;"المعهد الخاص ""المثابرة"" بسهلول";ثانوي;شارع فلسطين سهلول 2 سوسة
25;سوسة;سوسة الجوهرة;"المدرسة الإعدادية الخاصة ""الصديق ميدل سكول"" بسهلول";ثانوي;نهج قاسم أمين - سهلول 2 - سوسة
25;سوسة;أكودة;"المدرسة الإعدادية الخاصة ""غينيس سكول"" بأكودة";ثانوي;91 شارع بغداد وراء مقهى بن عربية (مفترق حنبعل) أكودة
25;سوسة;مساكن;"المدرسة الإعدادية الخاصة ""ليوناردو دافنتشي"" بمساكن";ثانوي;نهج ياسر عرفات مساكن 
25;سوسة;أكودة;"المدرسة الإعدادية الخاصة "" لاكادي"" بأكودة ";ثانوي;مفترق الهادي نويرة
25;سوسة;سوسة الرياض;المعهد الخاص بريستيني بحي الرياض;ثانوي;حمام معروف القطب التكنولوجي  سوسة
26;نابل;قربة; المعهد الثانوي الخاص الرقي قربة;ثانوي;شارع الطاهر بن عاسور قربة
26;نابل;قرمبالية; المعهد الثانوي الخاص الرجاء قرنبالية;ثانوي;حي زياتين  قرمبالية ص ب 41
26;نابل;الحمامات; المعهد الثانوي الخاص الوفاء الحمامات;ثانوي;نهج ابن سينا
26;نابل;منزل بوزلفة; المعهد الثانوي الخاص نزار منزل بوزلفة;ثانوي;نهج سيدي عبد القادر منزل بوزلفة
26;نابل;سليمان; المعهد الثانوي الخاص ابن خلدون سليمان;ثانوي;نهج غرة جوان  حي غرناطة سليمان
26;نابل;منزل تميم; المعهد الثانوي الخاص تميم منزل تميم;ثانوي;شارع محمد بن رجب منزل تميم
26;نابل;نابل; المعهد الثانوي الخاص الامل نابل;ثانوي;شارع الحبيب الكرمة زنقة عدد 03 نابل 
26;نابل;قليبية; المعهد الثانوي الخاص الفارابي قليبية;ثانوي;شارع علي البلهوان قليبية
26;نابل;نابل; المعهد الثانوي الخاص ابن رشيق نابل;ثانوي;14نهج محمود الماطري نابل 
26;نابل;قرمبالية; المعهد الثانوي الخاص التوفيق قرنبالية;ثانوي;17 نهج المنجي بالي قرمبالية
26;نابل;منزل تميم; المعهد الثانوي الخاص النجاح منزل تميم;ثانوي;شارع الحبيب ثامر منزل تميم
26;نابل;بني خلاد; المعهد الثانوي الخاص ابن خلدون بني خلاد;ثانوي;نهج فرحات حشاد بني خلاد
26;نابل;نابل; المعهد الثانوي الخاص الخوارزمي نابل;ثانوي;نهج الحبيب الكرمة زنقة عدد 1 نابل
26;نابل;قليبية; المعهد الثانوي الخاص ابن رشد قليبية;ثانوي;نهج الزهر حي الزهور قليبية
26;نابل;الهوارية; المعهد الثانوي الخاص الغزالي الهوارية;ثانوي;نهج جمال عبد الناصر الهوارية
26;نابل;دارشعبان;المدرسة الاعدادية المثالية الخاصة;ثانوي;شارع البيئة دار شعبان الفهري
26;نابل;نابل; المعهد الثانوي الخاص الامتياز نابل;ثانوي;نهح سوسة  8000 نابل 
26;نابل;نابل; المعهد الثانوي الخاص النبراس نابل;ثانوي;شارع الحبيب بورقيبة نابل
26;نابل;منزل تميم; المعهد الثانوي الخاص الرائد منزل تميم;ثانوي;نهج حمودة باشا
26;نابل;نابل; المعهد الثانوي الخاص الأفق السابع نابل;ثانوي;15 نهج احمد التليلي نابل
26;نابل;نابل; المعهد الثانوي الخاص قطب التعليم نابل;ثانوي;شارع الهادي خفشة
26;نابل;منزل بوزلفة; المدرسة الاعدادية الخاصة هبة منزل بوزلفة;ثانوي;شارع الحبيب بورقيبة منزل بوزلفة
26;نابل;قرمبالية; المدرسة الاعدادية الخاصة النخبة قرنبالية;ثانوي;حي الرياضة قرمبالية
26;نابل;سليمان;المدرسة الإعدادية الخاصة تيسير سكول;ثانوي;2 نهج مصر سليمان الرياض
26;نابل;سليمان; المدرسة الاعدادية الخاصة أشرف سليمان;ثانوي;شارع 14 جانفي سليمان
26;نابل;منزل بوزلفة;الإعدادية الخاصة الأسوة الحسنة منزل بوزلفة;ثانوي;نهج المنجي سليم طريق تاكلسة
26;نابل;الحمامات;المعهد الخاص العلامة LCLP الحمامات;ثانوي;شاع أبو ظبي الخروبة - الحمامات
26;نابل;قليبية;المدرسة الإعدادية فيكتور هيقو قليبية;ثانوي;شارع الطاهر الحداد
26;نابل;نابل;" المعهد الخاص"" المدرسة الدولية للنخبة ""بنابل";ثانوي;المدرسة الدولية للنخبة - شارع محمد الخامس
26;نابل;قليبية;المدرسة الإعدادية الخاصة بن موسى سكول قليبية;ثانوي;غرة جوان
26;نابل;الحمامات;المدرسة الإعدادية الخاصة الأندلسية أكاديمي ت الحما;ثانوي;شارع الاستقلال بئر بورقبة الحمامات
2;تونس 2;الحرايرية;المعهد الثانوي الخاص موليار سكول;ثانوي;9 نهج 636 زهروني تونس
1;تونس 1;تونس باب بحر;معهد الخاص  بوعبدلي (احداث 2020);ثانوي;23، شارع لوي براي
1;تونس 1;حلق الوادي;الاعدادية الخاصة الجوكندا حدائق قرطاج;ثانوي;البحيرة حدائق قرطاج المرسى
1;تونس 1;المرسى;المدرسة الاعدادية بوعبدلي المرسى;ثانوي;حي جناين الدنيا سيدي داود المرسى
1;تونس 1;الكرم;المعهد الخاص أكاديمية لقمان;ثانوي;نهج افلاطون عدد 44 المنطقة الصناعية خير الدين حلق الوادي
2;تونس 2;الحرايرية;المدرسة الإعدادية الخاصة Gustave Flaubert;ثانوي; 59ZONE INDUSTRIELLE AGBA 
4;منوبة;منوبة;المعهد الثانوي الخاص بيتاغور المبادرة - منوبة;ثانوي;الطريق الوطنية عدد 07 كلم 04 منوبة
4;منوبة;منوبة;المدرسة الاعدادية الخاصة نبراس سكول - منوبة;ثانوي;كلم 7 طريق ماطر-منوبة
5;بن عروس;حمام الأنف;المدرسة الإعدادية الخاصة بي سكول حمام الانف;ثانوي;32 نهج  شارل نيكول حمام الأنف
5;بن عروس;الزهراء;المدرسة الإعدادية الخاصة سان جرمان الزهراء;ثانوي;107 شارع البيئة الزهراء 
5;بن عروس;بومهل البساتين;المدرسة الإعدادية الخاصة القادة بومهل;ثانوي;10 نهج القيروان حي النسيم البساتين بومهل 
7;بنزرت;ماطر;المدرسة الإعدادية عليسة للمتفوقين بماطر;ثانوي;Rue 19 Janvier .Mateur 
7;بنزرت;منزل جميل;المعهد الخاص Fondation les Génies منزل جميل;ثانوي;عين بيطار منزل جميل
7;بنزرت;منزل جميل;المعهد الخاص مفتاح الإنجاز;ثانوي;
9;جندوبة;جندوبة الجنوبية;المدرسة الاعدادية الخاصة ألفونس دي لامارتين;ثانوي;حي النخيل الثالث جندوبة
12;القصرين;القصرين الشمالية;المعهد الخاص EXCEL;ثانوي;شارع محمد علي الحامي حي الخضراء القصرين
12;القصرين;القصرين الشمالية;المعهد الخاص غينيس سكول;ثانوي;حي البساتين قبالة مسجد عائشة
12;القصرين;فريانة;المعهد الخاص بيتاغور;ثانوي;حي الأواش فريانة
14;قفصة;قفصة الجنوبية;المعهد الخاص الخوارزمي;ثانوي;نهج الجلاء المولى قفصة
18;مدنين;مدنين الشمالية;المدرسة الاعدادية تلميذ الغد مدنين;ثانوي;حي النسيم 2 مدنين
18;مدنين;حومة السوق;المدرسة الإعدادية الخاصة عبد الرحمان ابن خلدون;ثانوي;
20;صفاقس 1;صفاقس الغربية;المعهد الخاص النخبة جنيور سكول;ثانوي;طريق منزل شاكر كلم 4.5
20;صفاقس 1;صفاقس الغربية;المعهد الخاص قرطاج;ثانوي;طريق منزل شاكر كلم1 نهج أبو بكر الصّدّيق صفاقس
20;صفاقس 1;صفاقس المدينة;المدرسة الإعدادية الخاصة سيمون دي بوفوار;ثانوي;
20;صفاقس 1;صفاقس المدينة;المعهد الخاص القمة;ثانوي;نهج جمال الدين الافغاني بو دريار 1 صفاقس
