ع/ر  المندوبية;المندوبية الجهوية للتربية;المعتمدية;إسم المؤسّسة;نوع المؤسسة;العنوان
9;جندوبة;طبرقة;م.إبت.خ الامتياز;ابتدائي;حي الكرنيش طبرقة 
9;جندوبة;جندوبة الجنوبية;م. إبت.خ الأمان جندوبة;ابتدائي;10نهج تونس
9;جندوبة;جندوبة الجنوبية;م. ابت.خ العبسي سكول;ابتدائي;نهج المغرب العربي ظربف معمل الآجر  جنذوبة
9;جندوبة;جندوبة الجنوبية;م.ابت.خ موليار ;ابتدائي;حي النخيل 02 جندوبة
9;جندوبة;غار دماء;م.ابت.خ النخبة;ابتدائي;حي السعادة
9;جندوبة;بوسالم;م.ابت.خ فلامنقو سكول;ابتدائي;طريق تيبار بوسالم 8170
10;سليانة;سليانة الشمالية;م.إبت.خ قوس قزح سليانة;ابتدائي;شارع الحبيب بورقيبة سليانة
10;سليانة;سليانة الشمالية;م.إبت.خ النخبة سكول ELITE SCHOOL;ابتدائي;حي الرياض الاول طريق مكثر سليانة
10;سليانة;مكثر;م.إبت.خ ابن سينا 2;ابتدائي;حي الأنس 1 مكثر
10;سليانة;مكثر;م.إبت.خ امتي;ابتدائي;حي السكارنة قبالة معهد فرحات حشاد- مكثر
10;سليانة;سليانة الشمالية;"""CHÂTEAU BRILLONT"" م.إبت.خ";ابتدائي;شارع المغرب العربي حي حشاد سليانة الجنوبية
10;سليانة;مكثر;م.إبت.خ مملكتي;ابتدائي;قصر اللوح مكثر
10;سليانة;سليانة الجنوبية;م.إبت.خ شركة هارموني;ابتدائي;حي المعهد سليانة
11;الكاف;الكاف الشرقية;م.إبت.خ ابن سينا;ابتدائي;03 نهج سد وادي ملاق حي الزيتونة
11;الكاف;تاجروين;م.إبت.خ الامتياز;ابتدائي;حي الحرية الجبابلية 
11;الكاف;الكاف الغربية;م.إبت.خ الابداع;ابتدائي;طريق الدهماني كم1 الكاف
12;القصرين;القصرين الشمالية;م.إبت.خ الروابي;ابتدائي;الحي الأولمبي القصرين
12;القصرين;القصرين الشمالية;م.إبت.خ ابن سينا;ابتدائي;المدرسة الابتدائية الخاصة ابن سينا القصرين
12;القصرين;القصرين الشمالية;م.إبت.خ الدولاب;ابتدائي;شارع14جانفي2011 
12;القصرين;سبيطلة;م.إبت.خ بسبيطلة;ابتدائي;حي المعهد نهج بيروت سبيطلة
12;القصرين;تالة;م.إبت.خ الامير الصغير;ابتدائي;حي المعهد تالة 
12;القصرين;فريانة;م.إبت.خ الفوز;ابتدائي;شارع سيدي يونس السوق فريانة
12;القصرين;فوسانة;م.إبت.خ البستان;ابتدائي;شارع الحرية فوسانة
12;القصرين;سبيبة;م.إبت.خ نخبة الغد;ابتدائي;شارع الحبيب بورقيبة
12;القصرين;سبيطلة;م.إبت.خ المستقبل;ابتدائي;سبيطلة
12;القصرين;فريانة;م.إبت.خ ابن سينا فريانة;ابتدائي;حي الزاوية
12;القصرين;القصرين الشمالية;م.إبت.خ الامتياز;ابتدائي;شلرع انديرا غاندي حي السلام الثاني
12;القصرين;فريانة;م.إبت.خ التميز;ابتدائي;حي المحطة فريانة
12;القصرين;القصرين الشمالية;م.إبت.خ النخبة;ابتدائي;شارع الدولاب سانية العزيزي قرب الكنام
12;القصرين;ماجل بن عباس;م.إبت.خ المنارة;ابتدائي;حي التجاري شارع 14 حانفي 
12;القصرين;القصرين الجنوبية;م.إبت.خ أمين سكول;ابتدائي;شارع البيئة بوزقام 
12;القصرين;سبيبة;م.إبت.خ اليسر;ابتدائي;حي الرياض سبيبة
12;القصرين;القصرين الشمالية;م.إبت.خ التألق;ابتدائي;حي الشرطة القصرين
12;القصرين;القصرين الشمالية;م,ابت,خ,الأوائل;ابتدائي;117شارع عبد العزيز السبيكي حي الفتح القصرين
12;القصرين;القصرين الشمالية;م,ابت,خ,المنارة;ابتدائي;حي القضاة القصرين الشمالية 
12;القصرين;سبيبة;م.إبت.خ المعرفة;ابتدائي;وادي الحطب سبيبة القصرين
12;القصرين;سبيطلة;م.إبت.خ المواهب;ابتدائي;حي الغابات سبيطلة
12;القصرين;فوسانة;م.إبت.خ. التحدي;ابتدائي;نهج 20 مارس فوسانة
12;القصرين;القصرين الشمالية;م.إبت.خ. مدرستي;ابتدائي;نهج المعرفة حي المنار القصرين قبالة معهد المنار
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.ابت.خ النوامر;ابتدائي;بريد الاحواز ص ب عذذ 18 سيدي بوزيد
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ مركب العناية;ابتدائي;نهج السويس حي الأساتذة سيدي بوزيد
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ المعرفة;ابتدائي;حي المستقبل أمام معهد بن خلدون
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ الخوارزمي سكول;ابتدائي;شارع المغرب العربي طريق المعاهد
13;سيدي بوزيد;الرقاب;م.إبت.خ الفوز الرقاب;ابتدائي;حي الزهور شارع احمد التليلي الرقاب 
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ  اكديمية قادة المستقبل سيدي بوزيد;ابتدائي;شارع اتحاد المغرب العربي الكبير قبالة المعهد الثانوي بسيدي بوزيد 
13;سيدي بوزيد;سيدي بوزيد الشرقية;م.إبت.خ الريان ;ابتدائي;سيدي بوزيد لسودة 
13;سيدي بوزيد;الرقاب;م.إبت.خ نور هاي سكول;ابتدائي;الرقاب
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ نور المعارف;ابتدائي;نهج ياسر عرفات حي الورود 1
13;سيدي بوزيد;بئر الحفي;م.إبت.خ سمارت كيدز;ابتدائي;شارع البيئة بئر الحفي 
13;سيدي بوزيد;بئر الحفي;م.إبت.خ المنارة سكول;ابتدائي;طريق الهيشرية  
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ التفوق;ابتدائي;حي النوامر الأحواز 
13;سيدي بوزيد;سيدي بوزيد الغربية;م.ابت.خ الزيتونة;ابتدائي;الهيشرية  سيدي السائح
13;سيدي بوزيد;سيدي بوزيد الغربية;م.ابت.خ امين سكول;ابتدائي;الورود   1
13;سيدي بوزيد;جلمة;م.ابت.خ انس سكول;ابتدائي;شارع الحرية جلمة سيدي بوزيد
13;سيدي بوزيد;سيدي بوزيد الغربية;م.ابت.خ اكاديميةابن النفيس للتعليم الخاص سيدي بوزيد الغربية;ابتدائي;نهج العدالة شارع محمد الخامس حي اولاد سيدي بوزيد
13;سيدي بوزيد;بن عون;م.ابت.خ الامتياز;ابتدائي;شارع الطاهر الحداد حي العلم سيدي علي بن عون
13;سيدي بوزيد;سوق الجديد;م.ابت.خ النخبة;ابتدائي;السوق جديد
13;سيدي بوزيد;الرقاب;م.ابت.خ الامل;ابتدائي;حي البساتين الرقاب
13;سيدي بوزيد;سيدي بوزيد الغربية;م.ابت.خ الريادة حي الياسمين بسيدي بوزيد;ابتدائي;حي الياسمين,التقاسيم سيدي بوزيد
13;سيدي بوزيد;سيدي بوزيد الغربية;م.ابت.خ العمار حي الورود1 سيدي بوزيد;ابتدائي;سيدي بوزيد حي الورود 1 خلف عمارة الزيتونة 
13;سيدي بوزيد;سيدي بوزيد الغربية;م.ابت.خ المجد;ابتدائي;شارع محمد البوعزيزي حي الورود
13;سيدي بوزيد;سيدي بوزيد الغربية;م.إبت.خ نبراس سكول;ابتدائي;حي الخضراء سيدي بوزيد
14;قفصة;قفصة الجنوبية;م.إبت.خ المصعد;ابتدائي;شارع الحسين بن قدور - سيدي أحمد زروق قفصة
14;قفصة;قفصة الجنوبية;م.إبت.خ ابن سينا;ابتدائي;نهج القرنفل العسالة قفصة 
14;قفصة;قفصة الجنوبية;م.إبت.خ النخبة;ابتدائي;شارع فلسطين حي النور قفصة
14;قفصة;قفصة الجنوبية;م.إبت.خ سماح سكول;ابتدائي;بطحاء المرايدية  قفصة
14;قفصة;قفصة الجنوبية;م.إبت.خ le laureat;ابتدائي;نهج صنعاء عدد 10 حي النور قفصة 
14;قفصة;المظيلة;م.إبت.خ المظيلة سكول;ابتدائي;الحي العمالي المظيلة قفصة
14;قفصة;المتلوي;م.إبت.خ النموذجي المتلوي;ابتدائي;نهج عمار بن علي حي السعادة الغربي المتلوي
14;قفصة;قفصة الجنوبية;م.إبت.خ  الاهرام قفصة;ابتدائي;حي المطار قفصة
14;قفصة;قفصة الجنوبية;م.إبت.خ المناهل قفصة;ابتدائي;سيدي أحمد زروق
14;قفصة;المتلوي;م.إبت.خ الافق المتلوي;ابتدائي;شارع الرئيس 2130 المتلوي
14;قفصة;القصر;م.إبت.خ الفردوس;ابتدائي;طريق قابس قبالة صيدلية نجيبة ضو القصر قفصة 
14;قفصة;قفصة الجنوبية;م.إبت.خ التميز;ابتدائي;حي النور قفصة
14;قفصة;السند;م.إبت.خ مناهل العلم;ابتدائي;حي الزيتونة السند
14;قفصة;أم العرايس;م.إبت.خ الخوارزمي;ابتدائي;الحي العصري
14;قفصة;المظيلة;م.إبت.خ عائشة سكول;ابتدائي;
14;قفصة;الرديف;م.إبت.خ الخوارزمي;ابتدائي;شارع الحبيب بورقيبة الرديف
14;قفصة;سيدي عيش;م.إبت.خ الأفق;ابتدائي;حي النسيم سيدي عيش 
14;قفصة;المتلوي; م . ا. خ . سيلا سكول;ابتدائي;
14;قفصة;المظيلة;م.إبت.خ العلا بالمضيلة;ابتدائي;حي القوس المظيلة 2170
14;قفصة;المظيلة;م ا النخبة بالمظيلة;ابتدائي;الجي المركزي 
14;قفصة;أم العرايس;"م.إبت.خ ""بنمبارك سكول"" ب أم العرائس";ابتدائي;حي الامل 1 ام العرائس
14;قفصة;المظيلة;"م.إبت.خ ""ابن خلدون"" بالمضيلة";ابتدائي;الحي الشرقي المضيلة
14;قفصة;قفصة الجنوبية;العالم الذكي;ابتدائي;بطحاء المرايدية قرب الادارة الجهوية للصحة
14;قفصة;قفصة الجنوبية;محضنة النور;ابتدائي;
14;قفصة;القصر;م.إبت.خ لاروس طريق المحطة القصر;ابتدائي;طريق المحطة القصر قفصة
14;قفصة;قفصة الجنوبية;م.إبت.خ سبيل النور;ابتدائي;طريق سيدي منصور الدوالي قفصة
14;قفصة;القصر;م.إبت.خ المسار;ابتدائي;مدرسة المسار حي المندرة قصر قفصة
14;قفصة;قفصة الجنوبية;م.إبت.خ ماي سكول;ابتدائي;وراء كارفور راس الكاف قفصة
15;توزر;توزر;م.إبت.خ السفير سكول توزر;ابتدائي;حي الشابي 1 ص ب عدد17 مكتب بريد الشرفة توزر
15;توزر;توزر;م.إبت.خ النخبة;ابتدائي;طريق الحجيج توزر
15;توزر;دقاش;م.إبت.خ اية سكول;ابتدائي;حي حسناوي-دقاش
15;توزر;توزر;م.إبت.خ إبن سينا;ابتدائي;شارع فرحات حشاد وراء بنك الزيتونة
15;توزر;نفطة;م.إبت.خ الذكية;ابتدائي;شارع البيئة
15;توزر;توزر;م. ابت.خ خيري سكول;ابتدائي;راس الطابية -توزر
15;توزر;توزر;صحراوي سكول;ابتدائي;حي الصحة قبالة سوق الجملة طريق الحامة توزر
16;قبلي;قبلي الشمالية;م.إبت.خ حليمة سكول;ابتدائي;حي الواحة طريق توزر قبلي
16;قبلي;دوز الجنوبية;م.إبت.خ دوز سكول;ابتدائي;حي أولاد عون
16;قبلي;دوز الشمالية;م.إبت.خ رحاب المعرفة دوز;ابتدائي;نهج الأفراح - دوز
16;قبلي;الفوار;م.إبت.خ الفوار سكول;ابتدائي;حي الهدى الفوار 
16;قبلي;سوق الأحد;م.إبت.خ البيان المنشية سوق الأحد;ابتدائي;المنشيه سوق الاحد
16;قبلي;قبلي الشمالية;م.إبت.خ ABC سكول;ابتدائي;شارع  13ةنهج الجزائر حي أولاد يعقوب قبلي
16;قبلي;قبلي الشمالية;م.إبت.خ الأفق;ابتدائي;نهج المهديّة - طريق توزر قبلي 
16;قبلي;دوز الشمالية;م.إبت.خ. أفاق المعارف;ابتدائي;حي اولاد يحي- دوز الشرقي /دوز
16;قبلي;قبلي الشمالية;م.إبت.خ.نور المعارف;ابتدائي;طريق قابس قبلي قبالة صندوق التامين على المرض 4200 قبلي
16;قبلي;قبلي الشمالية;م.إبت.خ الكعباوي  سكول;ابتدائي;طريق توزر قبلي
17;تطاوين;تطاوين الشمالية;م.إبت.خ النبراس;ابتدائي;حي عبّاس تطاوين
17;تطاوين;تطاوين الشمالية;م.إبت.خ نور العلوم;ابتدائي;نهج المشهد حي المهرجان
17;تطاوين;تطاوين الشمالية;م.إبت.خ منتسوري تطاوين;ابتدائي;نهج أسامة بن زيد طريق مدنين تطاوين 3200
18;مدنين;بن قردان;م.إبت.خ النبراس بن قردان;ابتدائي;بنقردان 4160 طريق العكروتية كلم 0.5
18;مدنين;مدنين الجنوبية;م.إبت.خ عمر الفاروق مدنين;ابتدائي;2نهج باجة
18;مدنين;ميدون;م.إبت.خ ابن سينا ميدون;ابتدائي;ميدون جربة 
18;مدنين;مدنين الجنوبية;م.إبت.خ ليدرز سكول مدنين;ابتدائي;نهج ابن سيناء حي الملعب  مدنين 
18;مدنين;مدنين الجنوبية;م.إبت.خ شركة يونس;ابتدائي;23 نهج هارون الرشيد مدنين4100
18;مدنين;جرجيس;م.إبت.خ الزيتونة العالمية;ابتدائي;نهج قسنطينة جرجيس كلم 0.5
18;مدنين;ميدون;م.إبت.خ ميشال ديمونتين( ديكارت);ابتدائي;طريق الناظور ميدون جربة
18;مدنين;حومة السوق;م.إبت.خ فيكتور هيغو;ابتدائي;Beni Bendou Hmout Souk Djeba 
18;مدنين;حومة السوق;م.إبت.خ الإندماج;ابتدائي;حومة الزاوية / حومة السوق جربة 
18;مدنين;بن قردان;م.إبت.خ بيت الحكمة;ابتدائي;شارع البيئة كلم 1 بن قردان
18;مدنين;حومة السوق;م.إبت.خ عليسة;ابتدائي;نهج المحّار بني باندو حومة السوق جربة
18;مدنين;حومة السوق;م.إبت.خ جون جاك روسو;ابتدائي;حومة الزاوية 2 حومة السوق
18;مدنين;مدنين الشمالية;م.إبت.خ الفوز;ابتدائي;حي النصر
18;مدنين;مدنين الجنوبية;م.إبت.خ Jean piaget;ابتدائي;حي النسيم 2 مدنين الجنوبية 
18;مدنين;حومة السوق;م.إبت.خ الأجيال الجديد;ابتدائي;بوسمايل كم 5طريق اجيم 
18;مدنين;حومة السوق;م.إبت.خ الشابي;ابتدائي;حومة الجوامع حومة السوق جربة
18;مدنين;بن قردان;م.إبت.خ الريادة;ابتدائي;شارع البيئة بنقردان
18;مدنين;جرجيس;م.إبت.خ الحياة جرجيس;ابتدائي;El Garâa
18;مدنين;مدنين الجنوبية;م.إبت.خ مدرستي ;ابتدائي;حي النسيم 1
19;قابس;قابس الجنوبية;م.إبت.خ بلقيس سكول قابس;ابتدائي;حي الممرضين
19;قابس;قابس المدينة;م.إبت.خ النموذجية الخاصة;ابتدائي;نهج خير الدين باشا باب بحر قابس 
19;قابس;قابس الجنوبية;م.إبت.خ الابداع;ابتدائي;نهج سيدي بولبابة حي الأمل 4
19;قابس;قابس الجنوبية;م.إبت.خ نور سكول;ابتدائي;شارع ابو القسم الشابي حي المنارة
19;قابس;قابس الجنوبية;م.إبت.خ الغرابي بقابس;ابتدائي;حي الزهور قابس
19;قابس;قابس الجنوبية;م.إبت.خ امانة سكول بقابس;ابتدائي;طريق الشاطئ العربي ص ب 387
19;قابس;الحامة;م.إبت.خ فورست سكول الحامة;ابتدائي;شارع الاهرام 
19;قابس;قابس الجنوبية;م.إبت.خ. تكابس سكول;ابتدائي;نهج تكابس حي ابن خلدون مطرش
19;قابس;قابس الجنوبية;م.إبت.خ تكابس للمعرفة;ابتدائي;نهج الكوثر زريق 
19;قابس;الحامة;م.إبت.خ سمارت سكول;ابتدائي;نهج الناعس شرياق 
19;قابس;قابس الجنوبية;"م.إبت.خ ""جون جاك روسو""";ابتدائي;8 نهج الدرة تبلبو قابس
19;قابس;المطوية;م,ابت,خ الدرر وذرف;ابتدائي;شارع الحبيب بورقيبةوذرف
19;قابس;الحامة;"م,ابت,خ ""القسم التحضيري الخاص "" الطفل القائد الحامة";ابتدائي;نهج صلاح الدين الايوبي 
19;قابس;الغنوش;المدرسة الاببتدائية الخاصة لوجين سكول;ابتدائي;نهج علي بن ابي طالب غنوش
19;قابس;قابس الجنوبية;المدرسة الابتدائية الخاصة المعرفة;ابتدائي;نهج القادسية زريق 
19;قابس;قابس الجنوبية;القسم التحضيري الخاص النجباء;ابتدائي;نهج الشفاء حي الممرضين مطرش قابس
19;قابس;الحامة;القسم التحضيري الخاص البرق;ابتدائي;
19;قابس;قابس الجنوبية;المدرسة الابتدائية الخاصة ايمانوال شاربنتي;ابتدائي;شارع صلاح الدين الأيوبي
20;صفاقس 1;صفاقس الغربية;م.إبت.خ  أنوار صفاقس 1;ابتدائي;طريق منزل شاكر كلم 1نهج الصفا و المروى
20;صفاقس 1;صفاقس الغربية;م.إبت.خ  المستقبل صفاقس 1;ابتدائي;طريق المطار كلم 3 قرب محطة طوطال صفاقس 
20;صفاقس 1;صفاقس المدينة;م.إبت.خ  نور المعارف صفاقس 1;ابتدائي;شارع13اوت بودريار1 صفاقس
20;صفاقس 1;صفاقس الغربية;م.إبت.خ  لا كوبال صفاقس 1;ابتدائي;طريق منزل شاكر كم 2.5 
20;صفاقس 1;صفاقس الغربية;م.إبت.خ  طيور الجنة صفاقس 1;ابتدائي;طريق سكرة كلم 3 زنقة الزّواري صفاقس
20;صفاقس 1;صفاقس المدينة;م.إبت.خ اشراق سكول صفاقس 1;ابتدائي;طريق القايد محمد كم 2.5 صفاقس
20;صفاقس 1;صفاقس الغربية;م.إبت.خ الازدهار صفاقس 1;ابتدائي;نهج عثمان بن عفان طريق منزل شاكر كم 1.5 صفاقس
20;صفاقس 1;صفاقس الغربية;م.إبت.خ قلوري سكول صفاقس 1;ابتدائي;طريق منزل شاكر . كلم 4.5 - قصاص واد الشعبوني
20;صفاقس 1;صفاقس المدينة;م.إبت.خ  الصديق صفاقس 1;ابتدائي; 12 نهج خالد بن الوليد
20;صفاقس 1;صفاقس المدينة;م.إبت.خ الريحان صفاقس 1;ابتدائي;طريق المهدية كلم 0,5 نهج القدس البستان 
20;صفاقس 1;صفاقس الغربية;م.إبت.خ الريشة الذهبية صفاقس 1;ابتدائي;طريق سكرة كم 3.5 صفاقس
20;صفاقس 1;صفاقس الغربية;م.إبت.خ روكاريا سكول صفاقس 1;ابتدائي;طريق المحارزة كم 0.5
20;صفاقس 1;صفاقس المدينة;م.إبت.خ الطفل القائد الموهوب صفاقس 1;ابتدائي;طريق الافران كم 2٫5 وراء عمارة السوسن2 صفاقس 
20;صفاقس 1;المحرس;م.إبت.خ الأمير الصغير صفاقس 1;ابتدائي;شارع الحبيب بورقيبة الكرنيش
20;صفاقس 1;صفاقس الغربية;م.إبت.خ المناهل صفاقس 1;ابتدائي;طريق سكرة كلم 1.5 
20;صفاقس 1;صفاقس المدينة;م.إبت.خ بستان المعرفة صفاقس 1;ابتدائي;11 نهج إشبيلية البستان 
20;صفاقس 1;صفاقس الغربية;م.إبت.خ الإمتياز;ابتدائي;طريق منزل شاكر كلم 1.5 نهج أبو بكر الصدّيق أمام معهد 20 مارس صفاقس
20;صفاقس 1;صفاقس الغربية;م.إبت.خ International Academy of Sfax;ابتدائي;Route Manzel Chaker km 3 ZT Barnous
20;صفاقس 1;صفاقس الغربية;م.إبت.خ قلعة المعرفة طريق العين كلم 3 صفاقس;ابتدائي;طريق العين كلم 3 
20;صفاقس 1;صفاقس المدينة;"م.إبت.خ ""ذو ايلو سكول""(THE HALO SCHOOL° طريق العين كلم 1,5";ابتدائي;طريق الأفران كم 1.5 القاصة بين العين والأفران
20;صفاقس 1;صفاقس المدينة;wellnes school;ابتدائي;طريق تونس كم 3.5 
20;صفاقس 1;صفاقس الغربية;م.إبت.خ أكاديمية جاد;ابتدائي;طريق سكرة كم 0.5 نهج فائز القيزاني صفاقس 
20;صفاقس 1;صفاقس المدينة;م.إبت.خ طه حسين;ابتدائي;2 نهج عبد العزيز الثعالبي طريق تنيور
21;صفاقس 2;صفاقس الجنوبية;م.إبت.خ التالق صفاقص 2;ابتدائي;طريق منزل شاكر كلم 6.5 نهج الرياض صفاقس
21;صفاقس 2;ساقية الزيت;م.إبت.خ النموذجية سكولينق + النموذجية;ابتدائي;54 شارع المنجي سليم ساقية الزيت
21;صفاقس 2;صفاقس الجنوبية;م.إبت.خ النخبة;ابتدائي;طريق الأفران كلم 3.5 قصاص محسونة صفاقس
21;صفاقس 2;صفاقس الجنوبية;م.إبت.خ TULIPE;ابتدائي;طريق قرمدة كلم 6.5 صفاقس
21;صفاقس 2;صفاقس الجنوبية;"""L'école internationale de Sfax"" م.إبت.خ";ابتدائي;طريق قرمده كيلومتر 4.5 نهج النرجس
21;صفاقس 2;صفاقس الجنوبية;"م.إبت.خ ""نوفا سكول""";ابتدائي;طريق قرمدة كلم 5.5 نهج غرة ماي مركز السلامي
21;صفاقس 2;ساقية الدير;م.إبت.خ المتفوق;ابتدائي;70 شارع الرشاد طريق المهدية كم7 ساقية الدائر
21;صفاقس 2;ساقية الزيت;م.إبت.خ الفردوس;ابتدائي;شارع الإمام سحنون - الشيحية - صفاقس
21;صفاقس 2;ساقية الدير;م.إبت.خ قولدن سكول;ابتدائي;طريق سيدي منصور كلم 4 صفاقس
21;صفاقس 2;صفاقس الجنوبية;م.إبت.خ ألماس سكول طريق قرمدة كلم 7 ;ابتدائي;طريق الافران كلم 7 شارع الشهداء
21;صفاقس 2;ساقية الدير;لورن توفلاي سكول;ابتدائي;طريق سيدي منصور كم 4.5 زنقة العشّ
21;صفاقس 2;ساقية الزيت;م.إبت.خ عائشة ;ابتدائي;طريق تونس كلم 8  ساقية الزيت السدرة
21;صفاقس 2;ساقية الدير;م.إبت.خ نور المعرفة;ابتدائي;طريق المهدية كم7 شارع الطيب المهيري صفاقس
22;المهدية;المهدية;م.إبت.خ النموذجية الجيل الجديد المهدية;ابتدائي;شارع الجمهورية الزهراء
22;المهدية;المهدية;م.إبت.خ ABC school;ابتدائي;الطريق الوطنية 82 مدخل رجيش المهدية
22;المهدية;المهدية;م.إبت.خ الامتياز المهدية;ابتدائي;شارع الحبيب بورقيبة - 
22;المهدية;الجم;م.إبت.خ النسرين للامتياز;ابتدائي;نهج فرحات حشاد الجم
22;المهدية;الجم;م.إبت.خ تيسدروس سكول;ابتدائي;شارع علي بلهوان طريق المهدية الجم
22;المهدية;المهدية;م.إبت.خ النخبة;ابتدائي;نهج قرطبة حي الأندلس - المهدية
22;المهدية;السواسي;م.إبت.خ صلاح الدين الايوبي;ابتدائي;طريق أولاد الشامخ السواسي المهدية
22;المهدية;قصور الساف;م.إبت.خ IDEAL;ابتدائي;نهج الفاطمي طريق صفاقس قصور الساف 
22;المهدية;الشابة;م.إبت.خ القلم الذهبي;ابتدائي;شارع الجامع الكبير - الشابة
22;المهدية;قصور الساف;م.إبت.خ لاروس;ابتدائي;طريق الحزامية المهدية الجم
22;المهدية;الشابة;م.إبت.خ الحكمة;ابتدائي;حي البساتين
22;المهدية;المهدية;م.إبت.خ أكادمية المهدية;ابتدائي;شارع بورقيبة هيبون
22;المهدية;المهدية;م.إبت.خ التفوق;ابتدائي;نهج الورد
22;المهدية;المهدية;م.إبت.خ LE PETIT LAROUSSE;ابتدائي;35 شارع تونس المهدية
22;المهدية;السواسي;م.إبت.خ ILINE SCOOL;ابتدائي;المنطقة 20 السواسي
22;المهدية;سيدي علوان;م.إبت.خ المجد;ابتدائي;شارع المغرب العربي الكبير 
22;المهدية;السواسي;م.إبت.خ الحبيب;ابتدائي;شارع الشهيد رمزي الزرلي
23;القيروان;القيروان الجنوبية;المدرسة الابتدائية الخاصة ابن سينا;ابتدائي;شارع الأمم المتحدة طريق تونس قرب الولاية 
23;القيروان;القيروان الشمالية;المدرسة الابتدائية الخاصة ابن رشيق;ابتدائي;8نهج خميس ترنان الحجام القيروان
23;القيروان;القيروان الجنوبية;المدرسة الابتدائية الخاصة اسد بن الفرات;ابتدائي;27 نهج إبن الربيب القيروان 3100
23;القيروان;القيروان الشمالية;المدرسة الابتدائية الخاصة Mon école;ابتدائي;شارع أبي زمعة البلوي
23;القيروان;سيدي عمر بوحجلة;م.إبت.خ نور النجباء بوحجلة;ابتدائي;الوكالة العقارية للسكنى بوحجلة 
23;القيروان;القيروان الجنوبية;م.إبت.خ ليدرز the leaders القيروان;ابتدائي;نهج الإسماعلية المنصورة القيروان
23;القيروان;السبيخة;م.إبت.خ النورس السبيخة;ابتدائي;نهج النورس 
23;القيروان;القيروان الشمالية;م.إبت.خ  ابن خلدون القيروان;ابتدائي;شارع الامام سحنون
23;القيروان;القيروان الشمالية;م.إبت.خ نافورة العلوم القيروان;ابتدائي;تقسيم بن سعيد 3111-الصحاب 4 -دار الأمان القيروان الشمالية
23;القيروان;القيروان الشمالية;م.إبت.خ  النور القيروان;ابتدائي;جامع حسنات حي إبن الجزار المنصورة
23;القيروان;القيروان الشمالية;م.إبت.خ Les genies القيروان;ابتدائي;01 شارع المنجي سليم القيروان
23;القيروان;القيروان الشمالية; م.إبت.خ A B C القيروان;ابتدائي;طريق حفوز
23;القيروان;القيروان الشمالية;م.إبت.خ الخوارزمي القيروان;ابتدائي;51 نهج أحد تقسيم بودن طريق حفوز القيروان
23;القيروان;القيروان الشمالية;م.إبت.خ أبو القاسم الشابي;ابتدائي;نهج محمد نقرة -الصحابي 4 -القيروان
23;القيروان;القيروان الشمالية;المدرسة الابتدائية الخاصة عليسة;ابتدائي;حي المنار القيروان
23;القيروان;الشراردة;المدرسة الابتدائية الخاصة المستقبل للتميز;ابتدائي;حي المستشفى الشراردة
23;القيروان;القيروان الجنوبية;م.إبت.خ دريم;ابتدائي;تقسيم بودن  رقادة
23;القيروان;حفوز;م.إبت.خ الامل حفوز;ابتدائي;حي الرياض حفوز
23;القيروان;القيروان الجنوبية;م.إبت.خ L'arc du Ciel;ابتدائي;شارع بن الأثير حي النصر القيروان عدد69
23;القيروان;القيروان الجنوبية;م.إبت.خ سمارت سكول;ابتدائي;شارع جمال عبد الناصر المنصورة القيروان
23;القيروان;السبيخة;م.إبت.خ التفوق;ابتدائي;نهج بلال - حي المنجي سليم - السبيخة
23;القيروان;القيروان الجنوبية;المدرسة الابتدائية الخاصة الرائد;ابتدائي;نهج إبن الهاني-المنصورة-القيروان
23;القيروان;حاجب العيون;م.ابت.خ أكاديمية المتميز ;ابتدائي;حي الاستقلال حاجب العيون 
23;القيروان;حاجب العيون;م.ابت.خ أكاديمية حمزة;ابتدائي;شارع الطيب المهيري
23;القيروان;الشبيكة;B.M School;ابتدائي;شارع البيئة الشبيكة القيروان
24;المنستير;قصر هلال;م.إبت.خ الفتح قصر هلال;ابتدائي;27 نهج الطاهر صفر
24;المنستير;المنستير;م.إبت.خ  ابن سينا المنستير;ابتدائي;نهج مونريال المشرف سقانص  المنستير
24;المنستير;المنستير;م.إبت.خ الامتياز;ابتدائي;شارع المجاهدين قرب معرض المنستير
24;المنستير;قصر هلال;م.إبت.خ مريم قصر هلال;ابتدائي;صوة قصر هلال
24;المنستير;المكنين;م.إبت.خ جيل المستقبل مكنين;ابتدائي;نهج الورد - حي الحدائق المكنين
24;المنستير;طبلبة;م.إبت.خ مناهل العلم طبلبة;ابتدائي;شارع 23 جانفي طبلبة
24;المنستير;قصر هلال;م.إبت.خ حنبعل قصر هلال;ابتدائي;168 شارع الحبيب بورقيبة
24;المنستير;طبلبة;م.إبت.خ رمز الفوز دار الاسرة طبلبة;ابتدائي;نهج الشهداء
24;المنستير;قصر هلال;م.إبت.خ لافنتان قصر هلال;ابتدائي;شارع الحبيب بورقيبة طريق بوحجر
